threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.4258,0.8043,0.7587,0.7948,93.61%,6.39%,19.57%,80.43%
0.4357,0.8031,0.7668,0.7955,93.89%,6.11%,19.69%,80.31%
0.4456,0.7954,0.7708,0.7903,94.09%,5.91%,20.46%,79.54%
0.4555,0.7877,0.7778,0.7857,94.37%,5.63%,21.23%,78.77%
0.4654,0.7813,0.7833,0.7817,94.60%,5.40%,21.87%,78.13%
0.4753,0.7813,0.7874,0.7825,94.73%,5.27%,21.87%,78.13%
0.4852,0.7801,0.7932,0.7827,94.92%,5.08%,21.99%,78.01%
0.4951,0.7775,0.8,0.7819,95.14%,4.86%,22.25%,77.75%
0.5049,0.7762,0.8029,0.7814,95.24%,4.76%,22.38%,77.62%
0.5148,0.7762,0.804,0.7816,95.27%,4.73%,22.38%,77.62%
0.5247,0.7711,0.8083,0.7783,95.43%,4.57%,22.89%,77.11%
0.5346,0.766,0.8106,0.7745,95.52%,4.48%,23.40%,76.60%
0.5445,0.766,0.8128,0.7749,95.59%,4.41%,23.40%,76.60%
0.5544,0.766,0.815,0.7753,95.65%,4.35%,23.40%,76.60%
0.5643,0.7634,0.8178,0.7737,95.75%,4.25%,23.66%,76.34%
0.5742,0.7558,0.8197,0.7677,95.84%,4.16%,24.42%,75.58%
0.5841,0.7532,0.8203,0.7657,95.88%,4.12%,24.68%,75.32%
0.594,0.7494,0.823,0.763,95.97%,4.03%,25.06%,74.94%
0.6039,0.7468,0.826,0.7614,96.07%,3.93%,25.32%,74.68%
0.6138,0.743,0.83,0.7589,96.20%,3.80%,25.70%,74.30%
0.6237,0.7379,0.8338,0.7552,96.32%,3.68%,26.21%,73.79%
0.6336,0.734,0.838,0.7527,96.45%,3.55%,26.60%,73.40%
0.6435,0.7289,0.8407,0.7488,96.55%,3.45%,27.11%,72.89%
0.6534,0.7263,0.844,0.7472,96.64%,3.36%,27.37%,72.63%
0.6633,0.7225,0.8471,0.7444,96.74%,3.26%,27.75%,72.25%
0.6732,0.7225,0.8522,0.7452,96.87%,3.13%,27.75%,72.25%
0.6831,0.7225,0.8535,0.7454,96.90%,3.10%,27.75%,72.25%
0.693,0.7187,0.8554,0.7424,96.96%,3.04%,28.13%,71.87%
0.7029,0.7148,0.8627,0.7402,97.15%,2.85%,28.52%,71.48%
0.7128,0.7148,0.8653,0.7406,97.22%,2.78%,28.52%,71.48%
0.7227,0.711,0.8674,0.7376,97.28%,2.72%,28.90%,71.10%
0.7326,0.7084,0.8752,0.7365,97.47%,2.53%,29.16%,70.84%
0.7425,0.7033,0.8772,0.7324,97.54%,2.46%,29.67%,70.33%
0.7524,0.702,0.8784,0.7314,97.57%,2.43%,29.80%,70.20%
0.7623,0.6969,0.8819,0.7274,97.67%,2.33%,30.31%,69.69%
0.7722,0.6969,0.8876,0.7282,97.79%,2.21%,30.31%,69.69%
0.7821,0.6931,0.8974,0.7262,98.02%,1.98%,30.69%,69.31%
0.792,0.6905,0.9015,0.7244,98.11%,1.89%,30.95%,69.05%
0.8019,0.6893,0.9028,0.7235,98.15%,1.85%,31.07%,68.93%
0.8118,0.6867,0.9056,0.7216,98.21%,1.79%,31.33%,68.67%
0.8217,0.6841,0.913,0.7202,98.37%,1.63%,31.59%,68.41%
0.8316,0.6803,0.9125,0.7168,98.37%,1.63%,31.97%,68.03%
0.8415,0.6765,0.9121,0.7133,98.37%,1.63%,32.35%,67.65%
0.8514,0.6726,0.9132,0.71,98.40%,1.60%,32.74%,67.26%
0.8613,0.665,0.9155,0.7035,98.47%,1.53%,33.50%,66.50%
0.8712,0.6573,0.9179,0.6969,98.53%,1.47%,34.27%,65.73%
0.8811,0.6432,0.9229,0.6847,98.66%,1.34%,35.68%,64.32%
0.891,0.6355,0.9255,0.678,98.72%,1.28%,36.45%,63.55%
0.9009,0.6253,0.9261,0.6688,98.75%,1.25%,37.47%,62.53%
0.9108,0.6151,0.934,0.6602,98.91%,1.09%,38.49%,61.51%
0.9207,0.6074,0.9406,0.6537,99.04%,0.96%,39.26%,60.74%
0.9306,0.5882,0.9446,0.6362,99.14%,0.86%,41.18%,58.82%
0.9405,0.578,0.9476,0.6269,99.20%,0.80%,42.20%,57.80%
0.9504,0.555,0.9497,0.6053,99.26%,0.74%,44.50%,55.50%
0.9603,0.532,0.9563,0.5838,99.39%,0.61%,46.80%,53.20%
