Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,68,0-68,FiO2,0.599291503,0-137,0-138,0-138,169.12619,1951.29077,
0,69,0-69,HospAdmTime,-24.3199997,0-139,0-140,0-140,289.529785,2983.73413,
0,70,0-70,Hgb,11.6241083,0-141,0-142,0-142,245.495728,1304.36743,
0,71,0-71,Leaf,,,,,-0.160000011,4.0,
0,72,0-72,HospAdmTime,-1.40999997,0-143,0-144,0-144,12.758255,114.880104,
0,73,0-73,Calcium,7.13673735,0-145,0-146,0-146,132.68158,3192.11694,
0,74,0-74,Chloride,106.150764,0-147,0-148,0-148,171.471725,2896.80005,
0,75,0-75,Alkalinephos,129.47287,0-149,0-150,0-150,115.399292,1517.38391,
0,76,0-76,Fibrinogen,336.296295,0-151,0-152,0-152,221.032593,5983.04053,
0,77,0-77,Hct,29.8101082,0-153,0-154,0-154,136.694153,1457.23083,
0,78,0-78,O2Sat,94.0681839,0-155,0-156,0-156,63.5236206,133.732635,
0,79,0-79,Phosphate,3.39673924,0-157,0-158,0-158,164.171417,1429.99585,
0,80,0-80,Alkalinephos,90.7397232,0-159,0-160,0-160,143.598755,4588.75488,
0,81,0-81,pH,7.37938118,0-161,0-162,0-162,40.1039124,300.289368,
0,82,0-82,O2Sat,95.5384598,0-163,0-164,0-164,91.296875,365.64978,
0,83,0-83,BUN,19.1144371,0-165,0-166,0-166,84.0462036,94.1648178,
0,84,0-84,HR,71.0,0-167,0-168,0-168,87.8099365,1010.22852,
0,85,0-85,Fibrinogen,341.526306,0-169,0-170,0-170,21.3217468,182.548859,
0,86,0-86,FiO2,0.426015615,0-171,0-172,0-172,17.4463234,6.43217611,
0,87,0-87,Phosphate,3.28583336,0-173,0-174,0-174,36.4250908,136.719223,
0,88,0-88,O2Sat,91.1818161,0-175,0-176,0-176,145.545502,1559.75537,
0,89,0-89,Magnesium,2.02075481,0-177,0-178,0-178,254.81366,2869.03052,
0,90,0-90,Potassium,4.027771,0-179,0-180,0-180,167.362106,2634.24414,
0,91,0-91,SBP,123.655212,0-181,0-182,0-182,47.8544121,68.3935242,
0,92,0-92,ICULOS,268.0,0-183,0-184,0-184,65.873085,87.3217621,
0,93,0-93,Bilirubin_direct,0.216666669,0-185,0-186,0-186,36.8128357,234.099319,
0,94,0-94,Bilirubin_direct,0.961333334,0-187,0-188,0-188,87.4221573,391.742859,
0,95,0-95,PaCO2,40.3567123,0-189,0-190,0-190,122.288055,1416.78137,
0,96,0-96,HR,135.5,0-191,0-192,0-192,21.0907288,319.585907,
0,97,0-97,ICULOS,21.0,0-193,0-194,0-194,60.5082741,348.095398,
0,98,0-98,Alkalinephos,110.463234,0-195,0-196,0-196,47.0751953,162.60881,
0,99,0-99,HospAdmTime,-81.0899963,0-197,0-198,0-198,54.8596497,81.8256989,
0,100,0-100,AST,58.4946251,0-199,0-200,0-200,17.9451675,38.7326431,
0,101,0-101,SBP,116.0,0-201,0-202,0-202,33.7216644,99.0252304,
0,102,0-102,AST,145.997147,0-203,0-204,0-204,30.0574131,48.9361115,
0,103,0-103,pH,7.38894176,0-205,0-206,0-206,35.9588852,215.523621,
0,104,0-104,pH,7.32999992,0-207,0-208,0-208,22.4178982,21.8643532,
0,105,0-105,AST,343.125,0-209,0-210,0-210,16.8149414,280.632416,
0,106,0-106,Potassium,4.5,0-211,0-212,0-212,39.4680481,164.951859,
0,107,0-107,PaCO2,29.0,0-213,0-214,0-214,24.9352722,34.3643532,
0,108,0-108,PTT,39.603157,0-215,0-216,0-216,75.5707397,234.727097,
0,109,0-109,ICULOS,206.0,0-217,0-218,0-218,82.0085449,2646.83398,
0,110,0-110,Potassium,4.24641037,0-219,0-220,0-220,61.3842163,239.281494,
0,111,0-111,SBP,93.0,0-221,0-222,0-222,51.2298584,772.5401,
0,112,0-112,HospAdmTime,-2.0999999,0-223,0-224,0-224,188.940704,3610.36157,
0,113,0-113,Calcium,7.30177784,0-225,0-226,0-226,109.528633,1133.35632,
0,114,0-114,HospAdmTime,-0.0500000007,0-227,0-228,0-228,449.730408,5306.58691,
0,115,0-115,Leaf,,,,,-0.169230774,5.5,
0,116,0-116,SBP,98.0,0-229,0-230,0-230,31.4411926,297.878479,
0,117,0-117,pH,7.40332174,0-231,0-232,0-232,134.849976,4087.3623,
0,118,0-118,Bilirubin_total,1.34141409,0-233,0-234,0-234,139.538818,3088.21802,
0,119,0-119,Chloride,106.530365,0-235,0-236,0-236,91.7113495,1122.31372,
0,120,0-120,Lactate,2.20128202,0-237,0-238,0-238,45.7352905,755.590576,
0,121,0-121,ICULOS,79.0,0-239,0-240,0-240,146.675598,579.357178,
0,122,0-122,BUN,15.9139261,0-241,0-242,0-242,102.457382,2248.61963,
0,123,0-123,Bilirubin_total,1.84070802,0-243,0-244,0-244,64.0397949,1185.91699,
0,124,0-124,PaCO2,39.5669861,0-245,0-246,0-246,92.593811,1886.74731,
0,125,0-125,PaCO2,41.9520531,0-247,0-248,0-248,48.4411888,144.469223,
0,126,0-126,ICULOS,117.0,0-249,0-250,0-250,52.6184006,85.8217621,
0,127,0-127,Bilirubin_direct,0.334285706,0-251,0-252,0-252,173.774246,246.955795,
0,128,0-128,MAP,63.0,0-253,0-254,0-254,157.342346,3296.8269,
0,129,0-129,Lactate,1.58013892,0-255,0-256,0-256,92.4667969,808.074097,
0,130,0-130,PaCO2,41.3966064,0-257,0-258,0-258,93.5955124,164.719223,
0,131,0-131,HospAdmTime,-39.7799988,0-259,0-260,0-260,182.670715,829.177368,
0,132,0-132,DBP,45.0,0-261,0-262,0-262,149.385223,858.386353,
0,133,0-133,BUN,33.6268921,0-263,0-264,0-264,101.164597,1079.42407,
0,134,0-134,TroponinI,3.73099995,0-265,0-266,0-266,184.257782,2299.36719,
0,135,0-135,HospAdmTime,-43.7599983,0-267,0-268,0-268,190.76236,1606.02661,
0,136,0-136,O2Sat,88.0625,0-269,0-270,0-270,148.712402,1491.30908,
0,137,0-137,Lactate,1.71175444,0-271,0-272,0-272,143.048737,1829.18591,
0,138,0-138,Alkalinephos,103.318184,0-273,0-274,0-274,59.3943024,122.104866,
0,139,0-139,Fibrinogen,273.89505,0-275,0-276,0-276,293.48645,1406.65601,
0,140,0-140,SaO2,93.6059494,0-277,0-278,0-278,102.176514,1577.078,
0,141,0-141,DBP,68.0,0-279,0-280,0-280,98.4819641,994.973877,
0,142,0-142,HospAdmTime,-2.77999997,0-281,0-282,0-282,110.353821,309.393524,
0,143,0-143,MAP,71.5,0-283,0-284,0-284,13.0574551,4.68217611,
0,144,0-144,ICULOS,12.0,0-285,0-286,0-286,13.8812256,110.197922,
0,145,0-145,HR,85.0,0-287,0-288,0-288,171.945328,366.116669,
0,146,0-146,Bilirubin_direct,0.77870965,0-289,0-290,0-290,127.322815,2826.00049,
0,147,0-147,BUN,15.9139261,0-291,0-292,0-292,115.09761,2348.47217,
0,148,0-148,Bilirubin_total,1.63415492,0-293,0-294,0-294,118.135788,548.328003,
0,149,0-149,Fibrinogen,344.568817,0-295,0-296,0-296,133.732285,1236.10242,
0,150,0-150,HospAdmTime,-0.00999999978,0-297,0-298,0-298,76.3478699,281.281494,
0,151,0-151,O2Sat,92.75,0-299,0-300,0-300,232.377563,5187.36328,
0,152,0-152,HospAdmTime,-0.0500000007,0-301,0-302,0-302,183.654388,795.677368,
0,153,0-153,PTT,46.7582436,0-303,0-304,0-304,61.1818542,617.545654,
0,154,0-154,MAP,60.0,0-305,0-306,0-306,117.295296,839.685242,
0,155,0-155,Magnesium,2.08440852,0-307,0-308,0-308,65.7906647,25.2752323,
0,156,0-156,SBP,96.0,0-309,0-310,0-310,75.635025,108.457413,
0,157,0-157,Lactate,3.06219506,0-311,0-312,0-312,96.4688721,1304.99194,
0,158,0-158,HospAdmTime,-8.14000034,0-313,0-314,0-314,30.5391083,125.003937,
0,159,0-159,TroponinI,19.28862,0-315,0-316,0-316,77.5472412,966.741943,
0,160,0-160,HR,68.0,0-317,0-318,0-318,178.031982,3622.01294,
0,161,0-161,ICULOS,227.0,0-319,0-320,0-320,31.7365227,106.76181,
0,162,0-162,SOFA,4.0,0-321,0-322,0-322,13.0526428,193.527557,
0,163,0-163,DBP,63.7811432,0-323,0-324,0-324,58.3468475,147.290985,
0,164,0-164,AST,100.234375,0-325,0-326,0-326,137.826416,218.35881,
0,165,0-165,Leaf,,,,,-0.193103448,28.0,
0,166,0-166,MAP,67.5,0-327,0-328,0-328,41.6521187,66.1648178,
0,167,0-167,Bilirubin_direct,1.82714283,0-329,0-330,0-330,133.619492,333.895844,
0,168,0-168,Hgb,10.0837564,0-331,0-332,0-332,62.390625,676.332703,
0,169,0-169,PaCO2,52.0,0-333,0-334,0-334,13.7268066,173.684509,
0,170,0-170,SBP,128.0,0-335,0-336,0-336,13.7734776,8.86435223,
0,171,0-171,Leaf,,,,,0.13714993,2.18217611,
0,172,0-172,Leaf,,,,,-0.161904767,4.25,
0,173,0-173,DBP,63.2891655,0-337,0-338,0-338,6.20251465,28.6861134,
0,174,0-174,ICULOS,95.0,0-339,0-340,0-340,63.7470932,108.033104,
0,175,0-175,Potassium,4.08395052,0-341,0-342,0-342,49.6205215,52.7113457,
0,176,0-176,PaCO2,42.914135,0-343,0-344,0-344,123.142365,1507.04407,
0,177,0-177,Fibrinogen,273.89505,0-345,0-346,0-346,134.958572,1170.08105,
0,178,0-178,PTT,38.4305801,0-347,0-348,0-348,176.319885,1698.94934,
0,179,0-179,Lactate,2.20000005,0-349,0-350,0-350,104.908859,1118.65833,
0,180,0-180,PaCO2,40.9948502,0-351,0-352,0-352,140.805725,1515.58569,
0,181,0-181,FiO2,0.526454449,0-353,0-354,0-354,23.8035831,12.1821766,
0,182,0-182,DBP,65.4275284,0-355,0-356,0-356,25.4913254,56.2113457,
0,183,0-183,AST,449.247192,0-357,0-358,0-358,29.869812,47.1821747,
0,184,0-184,FiO2,0.482938141,0-359,0-360,0-360,47.0216675,40.1395836,
0,185,0-185,ICULOS,243.0,0-361,0-362,0-362,15.0135059,7.93217611,
0,186,0-186,Calcium,7.80000019,0-363,0-364,0-364,25.0449829,226.167145,
0,187,0-187,TroponinI,2.58676481,0-365,0-366,0-366,92.4579926,225.116684,
0,188,0-188,pH,7.38190889,0-367,0-368,0-368,68.9089279,166.62616,
0,189,0-189,ICULOS,10.0,0-369,0-370,0-370,48.5298462,487.262543,
0,190,0-190,Calcium,7.30177784,0-371,0-372,0-372,71.0710373,929.518799,
0,191,0-191,HospAdmTime,-5.46000004,0-373,0-374,0-374,21.4440002,317.085907,
0,192,0-192,Leaf,,,,,-0.142857149,2.5,
0,193,0-193,Bilirubin_direct,2.24228573,0-375,0-376,0-376,120.482651,149.969223,
0,194,0-194,HospAdmTime,-400.959991,0-377,0-378,0-378,73.8371582,198.12616,
0,195,0-195,HospAdmTime,-175.630005,0-379,0-380,0-380,32.9100571,155.85881,
0,196,0-196,Leaf,,,,,-0.174193546,6.75,
0,197,0-197,DBP,51.0842361,0-381,0-382,0-382,35.016243,46.2074089,
0,198,0-198,ICULOS,17.0,0-383,0-384,0-384,29.4944839,35.6182899,
0,199,0-199,Leaf,,,,,-0.127272725,1.75,
0,200,0-200,O2Sat,96.9166641,0-385,0-386,0-386,9.37241364,36.9826431,
0,201,0-201,HR,113.5,0-387,0-388,0-388,37.6609344,87.2287064,
0,202,0-202,pH,7.3735218,0-389,0-390,0-390,14.0606394,11.7965279,
0,203,0-203,SBP,106.5,0-391,0-392,0-392,11.8483582,15.8430567,
0,204,0-204,SBP,121.0,0-393,0-394,0-394,39.4257431,33.0930557,
0,205,0-205,MAP,63.5,0-395,0-396,0-396,69.4896622,127.443985,
0,206,0-206,FiO2,0.501501441,0-397,0-398,0-398,19.3877029,88.0796356,
0,207,0-207,MAP,63.5,0-399,0-400,0-400,18.848629,7.86435223,
0,208,0-208,Leaf,,,,,-0.186666667,14.0,
0,209,0-209,HCO3,20.0,0-401,0-402,0-402,14.3691406,275.700256,
0,210,0-210,Alkalinephos,131.357147,0-403,0-404,0-404,13.8349657,4.93217611,
0,211,0-211,Magnesium,2.10352445,0-405,0-406,0-406,26.6516724,160.201859,
0,212,0-212,Leaf,,,,,-0.165217385,4.75,
0,213,0-213,Leaf,,,,,0.13714993,2.18217611,
0,214,0-214,HospAdmTime,-1285.85999,0-407,0-408,0-408,18.63591,32.1821747,
0,215,0-215,MAP,67.0,0-409,0-410,0-410,50.6941681,44.8430557,
0,216,0-216,ICULOS,106.0,0-411,0-412,0-412,82.822876,189.884033,
0,217,0-217,Alkalinephos,103.318184,0-413,0-414,0-414,63.25,2560.27563,
0,218,0-218,Chloride,105.440491,0-415,0-416,0-416,3.70776367,86.558342,
0,219,0-219,Phosphate,3.36529207,0-417,0-418,0-418,17.0609741,152.977097,
0,220,0-220,Calcium,6.92410088,0-419,0-420,0-420,78.4932861,86.3044052,
0,221,0-221,TroponinI,0.180000007,0-421,0-422,0-422,35.2055893,22.0465279,
0,222,0-222,Bilirubin_direct,1.60941172,0-423,0-424,0-424,39.8890381,750.493591,
0,223,0-223,BUN,28.5905342,0-425,0-426,0-426,173.217911,2076.23315,
0,224,0-224,HCO3,24.1052513,0-427,0-428,0-428,131.396881,1534.1283,
0,225,0-225,Bilirubin_total,1.75867343,0-429,0-430,0-430,57.3551178,180.044922,
0,226,0-226,O2Sat,99.2619019,0-431,0-432,0-432,70.169136,953.311401,
0,227,0-227,Fibrinogen,294.26767,0-433,0-434,0-434,204.238647,3430.17944,
0,228,0-228,ICULOS,23.0,0-435,0-436,0-436,121.483139,1876.40747,
0,229,0-229,Calcium,8.13025188,0-437,0-438,0-438,34.4880714,11.8643522,
0,230,0-230,PTT,47.5999985,0-439,0-440,0-440,29.3397827,286.01413,
0,231,0-231,ICULOS,215.0,0-441,0-442,0-442,138.679321,3710.36548,
0,232,0-232,HR,102.0,0-443,0-444,0-444,45.138916,376.996796,
0,233,0-233,DBP,51.0,0-445,0-446,0-446,48.0249634,402.890289,
0,234,0-234,Bilirubin_total,2.64615393,0-447,0-448,0-448,116.277161,2685.32764,
0,235,0-235,Magnesium,2.06650496,0-449,0-450,0-450,51.5814514,703.574829,
0,236,0-236,HospAdmTime,-165.110001,0-451,0-452,0-452,88.560173,418.738892,
0,237,0-237,SaO2,97.227272,0-453,0-454,0-454,20.236908,178.570145,
0,238,0-238,Lactate,3.29180717,0-455,0-456,0-456,39.8521729,577.020386,
0,239,0-239,HospAdmTime,-7.67999983,0-457,0-458,0-458,163.150909,317.083588,
0,240,0-240,HospAdmTime,-142.970001,0-459,0-460,0-460,110.239929,262.273621,
0,241,0-241,SBP,113.25,0-461,0-462,0-462,23.0901794,220.231033,
0,242,0-242,Chloride,106.310562,0-463,0-464,0-464,101.388893,2028.38855,
0,243,0-243,HR,123.0,0-465,0-466,0-466,29.1363525,489.406067,
0,244,0-244,HospAdmTime,-0.0199999996,0-467,0-468,0-468,44.6891479,696.510925,
0,245,0-245,ICULOS,3.0,0-469,0-470,0-470,37.0466309,204.095383,
0,246,0-246,Calcium,6.77385664,0-471,0-472,0-472,90.7107239,1682.65198,
0,247,0-247,HospAdmTime,-99.0800018,0-473,0-474,0-474,40.8529053,106.73658,
0,248,0-248,PTT,35.8034286,0-475,0-476,0-476,19.0425568,37.7326431,
0,249,0-249,HospAdmTime,-12.8299999,0-477,0-478,0-478,25.6485138,74.3430557,
0,250,0-250,O2Sat,94.0681839,0-479,0-480,0-480,24.5017052,11.4787045,
0,251,0-251,BUN,38.9652786,0-481,0-482,0-482,29.0213394,34.1821747,
0,252,0-252,Phosphate,3.65980387,0-483,0-484,0-484,79.1166229,212.773621,
0,253,0-253,BUN,23.6860943,0-485,0-486,0-486,110.130066,633.279907,
0,254,0-254,Chloride,105.791954,0-487,0-488,0-488,131.711548,2663.54712,
0,255,0-255,HospAdmTime,-4.98000002,0-489,0-490,0-490,50.9923973,65.2326431,
0,256,0-256,Calcium,7.69734573,0-491,0-492,0-492,90.4229736,742.841431,
0,257,0-257,Chloride,107.029015,0-493,0-494,0-494,38.6719475,118.808342,
0,258,0-258,ICULOS,27.0,0-495,0-496,0-496,71.377594,45.910881,
0,259,0-259,Bilirubin_total,2.26928115,0-497,0-498,0-498,127.505203,469.907654,
0,260,0-260,FiO2,0.551148057,0-499,0-500,0-500,101.489807,359.269684,
0,261,0-261,Lactate,2.31663156,0-501,0-502,0-502,60.5082054,161.787048,
0,262,0-262,HospAdmTime,-3.24000001,0-503,0-504,0-504,124.601929,696.599304,
0,263,0-263,HospAdmTime,-630.849976,0-505,0-506,0-506,79.5060806,923.97229,
0,264,0-264,pH,7.37036705,0-507,0-508,0-508,44.9064484,155.451859,
0,265,0-265,SBP,121.0,0-509,0-510,0-510,60.1783142,188.757874,
0,266,0-266,HospAdmTime,-115.360001,0-511,0-512,0-512,91.8613815,2110.60938,
0,267,0-267,TroponinI,2.71416664,0-513,0-514,0-514,228.492188,1415.30347,
0,268,0-268,Phosphate,3.47409081,0-515,0-516,0-516,123.198914,190.72316,
0,269,0-269,Bilirubin_direct,0.787142873,0-517,0-518,0-518,33.0251846,34.6861115,
0,270,0-270,Chloride,104.626846,0-519,0-520,0-520,130.295532,1456.62292,
0,271,0-271,O2Sat,98.8076935,0-521,0-522,0-522,113.738579,171.744446,
0,272,0-272,Bilirubin_total,4.12035942,0-523,0-524,0-524,85.5917053,1657.44153,
0,273,0-273,MAP,101.0,0-525,0-526,0-526,35.6811218,82.6474609,
0,274,0-274,PaCO2,39.4441223,0-527,0-528,0-528,32.8862152,39.4574089,
0,275,0-275,HospAdmTime,-890.52002,0-529,0-530,0-530,71.1607285,446.010193,
0,276,0-276,O2Sat,95.0909119,0-531,0-532,0-532,191.920288,960.645874,
0,277,0-277,HospAdmTime,-3.36999989,0-533,0-534,0-534,89.428009,223.283112,
0,278,0-278,DBP,56.8118324,0-535,0-536,0-536,95.098877,1353.79492,
0,279,0-279,SBP,137.0,0-537,0-538,0-538,101.475449,381.973145,
0,280,0-280,HR,71.0,0-539,0-540,0-540,80.3771973,613.000732,
0,281,0-281,FiO2,0.54435724,0-541,0-542,0-542,68.8881836,267.321747,
0,282,0-282,ICULOS,29.0,0-543,0-544,0-544,90.1904297,42.0717621,
0,283,0-283,Leaf,,,,,0.13714993,2.18217611,
0,284,0-284,Leaf,,,,,-0.142857149,2.5,
0,285,0-285,Bilirubin_total,4.21624994,0-545,0-546,0-546,11.261261,105.515747,
0,286,0-286,O2Sat,93.125,0-547,0-548,0-548,13.0574551,4.68217611,
0,287,0-287,BUN,29.1832504,0-549,0-550,0-550,58.356369,180.075699,
0,288,0-288,MAP,89.6699982,0-551,0-552,0-552,50.4404907,186.040985,
0,289,0-289,HospAdmTime,-0.0799999982,0-553,0-554,0-554,161.54068,1067.95496,
0,290,0-290,Lactate,3.53896785,0-555,0-556,0-556,184.257355,1758.04541,
0,291,0-291,Alkalinephos,62.0431671,0-557,0-558,0-558,91.9790421,129.097,
0,292,0-292,Calcium,7.73531914,0-559,0-560,0-560,95.7406769,2219.375,
0,293,0-293,pH,7.3930335,0-561,0-562,0-562,87.1787262,209.676636,
0,294,0-294,PTT,37.4140778,0-563,0-564,0-564,105.567566,338.651398,
0,295,0-295,pH,7.36260176,0-565,0-566,0-566,166.846985,1188.23804,
0,296,0-296,Bilirubin_direct,0.356999993,0-567,0-568,0-568,41.5608597,47.8643532,
0,297,0-297,Bilirubin_total,2.79999995,0-569,0-570,0-570,65.1411591,265.599335,
0,298,0-298,pH,7.37211561,0-571,0-572,0-572,25.5477982,15.6821766,
0,299,0-299,Alkalinephos,82.9120865,0-573,0-574,0-574,83.4811096,256.38797,
0,300,0-300,Magnesium,1.94349599,0-575,0-576,0-576,150.864502,4930.9751,
0,301,0-301,HospAdmTime,-1.76999998,0-577,0-578,0-578,119.095764,147.914825,
0,302,0-302,Fibrinogen,352.283783,0-579,0-580,0-580,115.128662,647.762512,
0,303,0-303,Chloride,105.069397,0-581,0-582,0-582,46.6418762,502.126892,
0,304,0-304,SaO2,90.6539078,0-583,0-584,0-584,79.1929169,115.418755,
0,305,0-305,Hgb,10.1347647,0-585,0-586,0-586,58.9584961,66.0930557,
0,306,0-306,Hgb,10.0837564,0-587,0-588,0-588,84.163681,773.592163,
0,307,0-307,ICULOS,27.0,0-589,0-590,0-590,17.6509209,17.0252323,
0,308,0-308,Leaf,,,,,-0.178378388,8.25,
0,309,0-309,ICULOS,37.0,0-591,0-592,0-592,50.9862671,30.7752323,
0,310,0-310,AST,653.838318,0-593,0-594,0-594,20.5605774,77.6821747,
0,311,0-311,AST,250.25708,0-595,0-596,0-596,152.929916,1242.05188,
0,312,0-312,O2Sat,98.0113602,0-597,0-598,0-598,36.7457504,62.940052,
0,313,0-313,HospAdmTime,-26.6900005,0-599,0-600,0-600,28.3887329,74.5465317,
0,314,0-314,Phosphate,3.40185189,0-601,0-602,0-602,66.7148132,50.4574089,
0,315,0-315,DBP,47.0,0-603,0-604,0-604,61.5514832,930.831055,
0,316,0-316,HR,89.5,0-605,0-606,0-606,36.1246834,35.910881,
0,317,0-317,TroponinI,12.8990374,0-607,0-608,0-608,132.706711,761.601624,
0,318,0-318,Hct,30.1467705,0-609,0-610,0-610,267.259949,2860.41113,
0,319,0-319,Bilirubin_direct,0.675999999,0-611,0-612,0-612,62.3209152,36.2074089,
0,320,0-320,SBP,116.307693,0-613,0-614,0-614,14.5846939,70.5544052,
0,321,0-321,ICULOS,215.0,0-615,0-616,0-616,43.6821709,27.8895855,
0,322,0-322,SBP,104.25,0-617,0-618,0-618,6.31976318,165.63797,
0,323,0-323,HR,81.0,0-619,0-620,0-620,33.9477997,140.790985,
0,324,0-324,Leaf,,,,,-0.173333332,6.5,
0,325,0-325,HospAdmTime,-34.9900017,0-621,0-622,0-622,58.2518692,88.2152863,
