threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.4951,0.7164,0.7765,0.7277,91.17%,8.83%,28.36%,71.64%
0.5049,0.7135,0.7796,0.7258,91.36%,8.64%,28.65%,71.35%
0.5148,0.712,0.7906,0.7264,91.92%,8.08%,28.80%,71.20%
0.5247,0.712,0.7932,0.7269,92.05%,7.95%,28.80%,71.20%
0.5346,0.7091,0.7964,0.725,92.24%,7.76%,29.09%,70.91%
0.5445,0.7061,0.8037,0.7237,92.61%,7.39%,29.39%,70.61%
0.5544,0.7061,0.8118,0.725,92.99%,7.01%,29.39%,70.61%
0.5643,0.7032,0.8125,0.7227,93.05%,6.95%,29.68%,70.32%
0.5742,0.6988,0.8143,0.7192,93.17%,6.83%,30.12%,69.88%
0.5841,0.693,0.8215,0.7154,93.55%,6.45%,30.70%,69.30%
0.594,0.6871,0.8246,0.7108,93.74%,6.26%,31.29%,68.71%
0.6039,0.6842,0.8254,0.7084,93.80%,6.20%,31.58%,68.42%
0.6138,0.6827,0.8251,0.7071,93.80%,6.20%,31.73%,68.27%
0.6237,0.6798,0.8318,0.7056,94.11%,5.89%,32.02%,67.98%
0.6336,0.674,0.8336,0.7008,94.24%,5.76%,32.60%,67.40%
0.6435,0.6696,0.8342,0.6971,94.30%,5.70%,33.04%,66.96%
0.6534,0.6681,0.8401,0.6966,94.55%,5.45%,33.19%,66.81%
0.6633,0.6652,0.8537,0.6959,95.12%,4.88%,33.48%,66.52%
0.6732,0.6608,0.8544,0.6922,95.18%,4.82%,33.92%,66.08%
0.6831,0.655,0.8599,0.6877,95.43%,4.57%,34.50%,65.50%
0.693,0.6462,0.865,0.6806,95.68%,4.32%,35.38%,64.62%
0.7029,0.6418,0.8693,0.6773,95.87%,4.13%,35.82%,64.18%
0.7128,0.6418,0.8728,0.6777,95.99%,4.01%,35.82%,64.18%
0.7227,0.633,0.8747,0.6701,96.12%,3.88%,36.70%,63.30%
0.7326,0.6287,0.8776,0.6665,96.24%,3.76%,37.13%,62.87%
0.7425,0.6257,0.8789,0.664,96.31%,3.69%,37.43%,62.57%
0.7524,0.6243,0.8822,0.663,96.43%,3.57%,37.57%,62.43%
0.7623,0.6199,0.8815,0.659,96.43%,3.57%,38.01%,61.99%
0.7722,0.617,0.8847,0.6567,96.56%,3.44%,38.30%,61.70%
0.7821,0.6126,0.8877,0.6531,96.68%,3.32%,38.74%,61.26%
0.792,0.6067,0.8868,0.6476,96.68%,3.32%,39.33%,60.67%
0.8019,0.6053,0.8922,0.6469,96.87%,3.13%,39.47%,60.53%
0.8118,0.6053,0.898,0.6475,97.06%,2.94%,39.47%,60.53%
0.8217,0.6038,0.9017,0.6465,97.18%,2.82%,39.62%,60.38%
0.8316,0.6009,0.9053,0.6442,97.31%,2.69%,39.91%,60.09%
0.8415,0.5921,0.904,0.636,97.31%,2.69%,40.79%,59.21%
0.8514,0.5906,0.9079,0.635,97.43%,2.57%,40.94%,59.06%
0.8613,0.5877,0.9136,0.6329,97.62%,2.38%,41.23%,58.77%
0.8712,0.5804,0.9147,0.6262,97.68%,2.32%,41.96%,58.04%
0.8811,0.576,0.9184,0.6224,97.81%,2.19%,42.40%,57.60%
0.891,0.5673,0.9216,0.6145,97.93%,2.07%,43.27%,56.73%
0.9009,0.5556,0.9223,0.6036,98.00%,2.00%,44.44%,55.56%
0.9108,0.5482,0.9236,0.5968,98.06%,1.94%,45.18%,54.82%
0.9207,0.5409,0.925,0.5899,98.12%,1.88%,45.91%,54.09%
0.9306,0.5351,0.9266,0.5845,98.18%,1.82%,46.49%,53.51%
0.9405,0.5219,0.9273,0.5719,98.25%,1.75%,47.81%,52.19%
0.9504,0.519,0.9392,0.57,98.56%,1.44%,48.10%,51.90%
0.9603,0.5073,0.9429,0.559,98.69%,1.31%,49.27%,50.73%
