threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.5247,0.6915,0.7792,0.7074,95.10%,4.90%,30.85%,69.15%
0.5346,0.6886,0.7824,0.7055,95.21%,4.79%,31.14%,68.86%
0.5445,0.6857,0.783,0.7031,95.25%,4.75%,31.43%,68.57%
0.5544,0.6798,0.7868,0.6988,95.39%,4.61%,32.02%,67.98%
0.5643,0.6798,0.7935,0.6999,95.58%,4.42%,32.02%,67.98%
0.5742,0.6769,0.7983,0.6981,95.72%,4.28%,32.31%,67.69%
0.5841,0.674,0.8031,0.6964,95.87%,4.13%,32.60%,67.40%
0.594,0.6711,0.8067,0.6944,95.98%,4.02%,32.89%,67.11%
0.6039,0.6696,0.8106,0.6937,96.09%,3.91%,33.04%,66.96%
0.6138,0.6652,0.8183,0.6911,96.31%,3.69%,33.48%,66.52%
0.6237,0.6637,0.8225,0.6904,96.42%,3.58%,33.63%,66.37%
0.6336,0.6637,0.83,0.6914,96.60%,3.40%,33.63%,66.37%
0.6435,0.6579,0.8318,0.6866,96.67%,3.33%,34.21%,65.79%
0.6534,0.6535,0.8324,0.6829,96.71%,3.29%,34.65%,65.35%
0.6633,0.6477,0.8343,0.678,96.78%,3.22%,35.23%,64.77%
0.6732,0.6404,0.8391,0.6722,96.93%,3.07%,35.96%,64.04%
0.6831,0.6374,0.845,0.6704,97.08%,2.92%,36.26%,63.74%
0.693,0.633,0.8524,0.6674,97.26%,2.74%,36.70%,63.30%
0.7029,0.6257,0.8594,0.6617,97.44%,2.56%,37.43%,62.57%
0.7128,0.6228,0.8641,0.6596,97.55%,2.45%,37.72%,62.28%
0.7227,0.6199,0.8671,0.6574,97.62%,2.38%,38.01%,61.99%
0.7326,0.6184,0.8704,0.6564,97.70%,2.30%,38.16%,61.84%
0.7425,0.617,0.8792,0.6561,97.88%,2.12%,38.30%,61.70%
0.7524,0.614,0.8879,0.6544,98.06%,1.94%,38.60%,61.40%
0.7623,0.6096,0.8872,0.6503,98.06%,1.94%,39.04%,60.96%
0.7722,0.6038,0.8882,0.6451,98.10%,1.90%,39.62%,60.38%
0.7821,0.598,0.893,0.6403,98.21%,1.79%,40.20%,59.80%
0.792,0.5936,0.8923,0.6362,98.21%,1.79%,40.64%,59.36%
0.8019,0.5863,0.8931,0.6295,98.25%,1.75%,41.37%,58.63%
0.8118,0.5833,0.8986,0.6274,98.36%,1.64%,41.67%,58.33%
0.8217,0.576,0.9016,0.6209,98.43%,1.57%,42.40%,57.60%
0.8316,0.5716,0.9072,0.6173,98.54%,1.46%,42.84%,57.16%
0.8415,0.5658,0.9106,0.6121,98.61%,1.39%,43.42%,56.58%
0.8514,0.5599,0.9097,0.6066,98.61%,1.39%,44.01%,55.99%
0.8613,0.5585,0.9117,0.6054,98.65%,1.35%,44.15%,55.85%
0.8712,0.5556,0.9113,0.6026,98.65%,1.35%,44.44%,55.56%
0.8811,0.5497,0.9148,0.5974,98.72%,1.28%,45.03%,54.97%
0.891,0.5351,0.9196,0.5839,98.83%,1.17%,46.49%,53.51%
0.9009,0.5205,0.9223,0.5701,98.90%,1.10%,47.95%,52.05%
0.9108,0.5102,0.9208,0.5602,98.90%,1.10%,48.98%,51.02%
0.9207,0.5044,0.9299,0.5552,99.05%,0.95%,49.56%,50.44%
