Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,66,0-66,Leaf,,,,,-0.046512749,7917.38721,
0,67,0-67,Leaf,,,,,-0.0304888636,289.498962,
0,68,0-68,Leaf,,,,,0.0259833783,8.30924606,
0,69,0-69,Leaf,,,,,0.104151703,5.0578022,
0,70,0-70,Leaf,,,,,9.97629395e-05,16.7389164,
0,71,0-71,Leaf,,,,,-0.0509143658,11141.7363,
0,72,0-72,Leaf,,,,,-0.0460754447,3171.72363,
0,73,0-73,Leaf,,,,,-0.0385419764,434.368866,
0,74,0-74,Leaf,,,,,0.0872584879,3.01059651,
0,75,0-75,Leaf,,,,,-0.0453918353,3582.00781,
0,76,0-76,Leaf,,,,,-0.00792394951,17.5818844,
0,77,0-77,Leaf,,,,,0.0258070379,10.1156044,
0,78,0-78,Leaf,,,,,-0.0357586406,293.111664,
0,79,0-79,Leaf,,,,,-0.0200381,430.274445,
0,80,0-80,Leaf,,,,,-0.0343630277,1577.43213,
0,81,0-81,Leaf,,,,,-0.0178918485,37.0905495,
0,82,0-82,Leaf,,,,,0.0197547022,45.6406441,
0,83,0-83,Leaf,,,,,-0.0333845131,42.7504692,
0,84,0-84,Leaf,,,,,-0.00310826208,56.8400612,
0,85,0-85,Leaf,,,,,-0.0358495116,1557.08057,
0,86,0-86,Leaf,,,,,-0.0432100631,2981.45386,
0,87,0-87,Leaf,,,,,-0.0194973685,69.7254181,
0,88,0-88,Leaf,,,,,-0.0417048894,241.329422,
0,89,0-89,Leaf,,,,,-0.0234694686,555.153992,
0,90,0-90,Leaf,,,,,-0.00379838469,119.21962,
0,91,0-91,Leaf,,,,,-0.0,7.22543144,
0,92,0-92,Leaf,,,,,0.100988343,5.17822599,
0,93,0-93,Leaf,,,,,-0.0316797048,19.1473942,
0,94,0-94,Leaf,,,,,0.00926856603,61.0548973,
0,95,0-95,Leaf,,,,,-0.0119956201,1587.06604,
0,96,0-96,Leaf,,,,,0.0057448931,397.880432,
0,97,0-97,Leaf,,,,,0.00335396989,759.75415,
0,98,0-98,Leaf,,,,,0.0425795354,54.4315834,
0,99,0-99,Leaf,,,,,0.101729333,1.08381474,
0,100,0-100,Leaf,,,,,-0.00357244792,6.02119303,
0,101,0-101,Leaf,,,,,0.00575151341,1.08381474,
0,102,0-102,Leaf,,,,,0.160599574,5.78034544,
0,103,0-103,Leaf,,,,,-0.0361097716,91.2812881,
0,104,0-104,Leaf,,,,,-0.00996755622,87.9094162,
0,105,0-105,Leaf,,,,,0.0329087302,6.50288868,
0,106,0-106,Leaf,,,,,-0.0451602787,217.244644,
0,107,0-107,Leaf,,,,,0.0100477021,34.6820717,
0,108,0-108,Leaf,,,,,0.0847989321,12.5240812,
0,109,0-109,Leaf,,,,,-0.00103367108,299.012451,
0,110,0-110,Leaf,,,,,-0.0182156526,1249.63843,
0,111,0-111,Leaf,,,,,0.053953059,49.2533607,
0,112,0-112,Leaf,,,,,-0.0206489749,17.2206116,
0,113,0-113,Leaf,,,,,0.038205903,18.5452747,
0,114,0-114,Leaf,,,,,-0.00431454089,122.230217,
0,115,0-115,Leaf,,,,,-0.0214955732,218.208038,
0,116,0-116,Leaf,,,,,0.00723679224,47.6878471,
0,117,0-117,Leaf,,,,,0.0917456076,31.912323,
0,118,0-118,Leaf,,,,,0.0219299681,56.2379417,
0,119,0-119,Leaf,,,,,0.13955833,19.1473942,
0,120,0-120,Leaf,,,,,0.0337733328,9.1522131,
0,121,0-121,Leaf,,,,,0.0706683919,18.665699,
0,122,0-122,Leaf,,,,,0.0080853086,493.256134,
0,123,0-123,Leaf,,,,,0.110748984,37.0905495,
0,124,0-124,Leaf,,,,,-0.000311599812,35.8863106,
