threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.5247,0.7711,0.8019,0.7771,91.83%,8.17%,22.89%,77.11%
0.5346,0.766,0.8029,0.7731,91.94%,8.06%,23.40%,76.60%
0.5445,0.7634,0.8046,0.7713,92.05%,7.95%,23.66%,76.34%
0.5544,0.7596,0.806,0.7684,92.16%,7.84%,24.04%,75.96%
0.5643,0.757,0.8098,0.767,92.38%,7.62%,24.30%,75.70%
0.5742,0.7532,0.8135,0.7645,92.60%,7.40%,24.68%,75.32%
0.5841,0.7519,0.8167,0.764,92.76%,7.24%,24.81%,75.19%
0.594,0.7506,0.821,0.7637,92.98%,7.02%,24.94%,75.06%
0.6039,0.7468,0.826,0.7614,93.26%,6.74%,25.32%,74.68%
0.6138,0.7442,0.8291,0.7598,93.42%,6.58%,25.58%,74.42%
0.6237,0.7391,0.8401,0.7573,93.97%,6.03%,26.09%,73.91%
0.6336,0.734,0.8416,0.7533,94.08%,5.92%,26.60%,73.40%
0.6435,0.7327,0.8451,0.7528,94.24%,5.76%,26.73%,73.27%
0.6534,0.7263,0.8452,0.7474,94.30%,5.70%,27.37%,72.63%
0.6633,0.7199,0.8479,0.7424,94.46%,5.54%,28.01%,71.99%
0.6732,0.7187,0.8515,0.7418,94.63%,5.37%,28.13%,71.87%
0.6831,0.7174,0.8552,0.7413,94.79%,5.21%,28.26%,71.74%
0.693,0.711,0.858,0.7362,94.96%,5.04%,28.90%,71.10%
0.7029,0.7084,0.8589,0.7342,95.01%,4.99%,29.16%,70.84%
0.7128,0.7059,0.8666,0.7331,95.34%,4.66%,29.41%,70.59%
0.7227,0.7059,0.8679,0.7333,95.39%,4.61%,29.41%,70.59%
0.7326,0.6969,0.8734,0.7263,95.67%,4.33%,30.31%,69.69%
0.7425,0.6893,0.875,0.7198,95.78%,4.22%,31.07%,68.93%
0.7524,0.6893,0.8793,0.7204,95.94%,4.06%,31.07%,68.93%
0.7623,0.688,0.8849,0.72,96.16%,3.84%,31.20%,68.80%
0.7722,0.6829,0.89,0.7162,96.38%,3.62%,31.71%,68.29%
0.7821,0.6777,0.8923,0.712,96.49%,3.51%,32.23%,67.77%
0.792,0.6777,0.8938,0.7122,96.55%,3.45%,32.23%,67.77%
0.8019,0.6739,0.8947,0.7089,96.60%,3.40%,32.61%,67.39%
0.8118,0.6701,0.8973,0.7058,96.71%,3.29%,32.99%,67.01%
0.8217,0.6662,0.8967,0.7023,96.71%,3.29%,33.38%,66.62%
0.8316,0.6662,0.9029,0.7031,96.93%,3.07%,33.38%,66.62%
0.8415,0.6624,0.9088,0.7004,97.15%,2.85%,33.76%,66.24%
0.8514,0.6586,0.9099,0.6971,97.20%,2.80%,34.14%,65.86%
0.8613,0.6535,0.9191,0.6935,97.53%,2.47%,34.65%,65.35%
0.8712,0.6509,0.9238,0.6918,97.70%,2.30%,34.91%,65.09%
0.8811,0.6394,0.9276,0.6818,97.86%,2.14%,36.06%,63.94%
0.891,0.6266,0.928,0.6701,97.92%,2.08%,37.34%,62.66%
0.9009,0.6202,0.9309,0.6646,98.03%,1.97%,37.98%,62.02%
0.9108,0.6125,0.9337,0.6578,98.14%,1.86%,38.75%,61.25%
0.9207,0.6023,0.9382,0.6488,98.30%,1.70%,39.77%,60.23%
0.9306,0.5882,0.9407,0.6359,98.41%,1.59%,41.18%,58.82%
0.9405,0.5806,0.9439,0.629,98.52%,1.48%,41.94%,58.06%
0.9504,0.5601,0.946,0.6099,98.63%,1.37%,43.99%,56.01%
0.9603,0.5396,0.9526,0.5909,98.85%,1.15%,46.04%,53.96%
0.9702,0.509,0.9567,0.5615,99.01%,0.99%,49.10%,50.90%
