threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.5148,0.992,0.9496,0.9832,97.74%,2.26%,0.80%,99.20%
0.5247,0.9914,0.9513,0.9831,97.82%,2.18%,0.86%,99.14%
0.5346,0.9914,0.9527,0.9835,97.89%,2.11%,0.86%,99.14%
0.5445,0.9914,0.9537,0.9837,97.94%,2.06%,0.86%,99.14%
0.5544,0.9914,0.9547,0.9839,97.98%,2.02%,0.86%,99.14%
0.5643,0.9914,0.9557,0.9841,98.03%,1.97%,0.86%,99.14%
0.5742,0.9914,0.9562,0.9842,98.05%,1.95%,0.86%,99.14%
0.5841,0.9914,0.9567,0.9843,98.07%,1.93%,0.86%,99.14%
0.594,0.9914,0.9576,0.9845,98.12%,1.88%,0.86%,99.14%
0.6039,0.9914,0.9581,0.9846,98.14%,1.86%,0.86%,99.14%
0.6138,0.9914,0.9589,0.9848,98.18%,1.82%,0.86%,99.14%
0.6237,0.9914,0.9596,0.9849,98.21%,1.79%,0.86%,99.14%
0.6336,0.9914,0.9604,0.9851,98.25%,1.75%,0.86%,99.14%
0.6435,0.9914,0.9621,0.9854,98.33%,1.67%,0.86%,99.14%
0.6534,0.9914,0.9626,0.9855,98.35%,1.65%,0.86%,99.14%
0.6633,0.9914,0.9636,0.9858,98.40%,1.60%,0.86%,99.14%
0.6732,0.9914,0.9651,0.9861,98.46%,1.54%,0.86%,99.14%
0.6831,0.9914,0.9666,0.9864,98.53%,1.47%,0.86%,99.14%
0.693,0.9914,0.9687,0.9868,98.62%,1.38%,0.86%,99.14%
0.7029,0.9914,0.9692,0.9869,98.65%,1.35%,0.86%,99.14%
0.7128,0.9914,0.9702,0.9871,98.69%,1.31%,0.86%,99.14%
0.7227,0.9912,0.9704,0.987,98.71%,1.29%,0.88%,99.12%
0.7326,0.9912,0.9717,0.9872,98.76%,1.24%,0.88%,99.12%
0.7425,0.9912,0.9722,0.9873,98.79%,1.21%,0.88%,99.12%
0.7524,0.9912,0.9727,0.9874,98.81%,1.19%,0.88%,99.12%
0.7623,0.9901,0.9734,0.9867,98.84%,1.16%,0.99%,99.01%
0.7722,0.9898,0.9742,0.9867,98.88%,1.12%,1.02%,98.98%
0.7821,0.9898,0.9747,0.9868,98.90%,1.10%,1.02%,98.98%
0.792,0.9898,0.975,0.9868,98.91%,1.09%,1.02%,98.98%
0.8019,0.9893,0.975,0.9864,98.91%,1.09%,1.07%,98.93%
0.8118,0.9882,0.9752,0.9856,98.92%,1.08%,1.18%,98.82%
0.8217,0.988,0.976,0.9855,98.96%,1.04%,1.20%,98.80%
0.8316,0.9872,0.9765,0.985,98.98%,1.02%,1.28%,98.72%
0.8415,0.9869,0.977,0.9849,99.00%,1.00%,1.31%,98.69%
0.8514,0.9869,0.9777,0.9851,99.04%,0.96%,1.31%,98.69%
0.8613,0.9845,0.9782,0.9832,99.06%,0.94%,1.55%,98.45%
0.8712,0.9821,0.9784,0.9814,99.07%,0.93%,1.79%,98.21%
0.8811,0.9813,0.9789,0.9808,99.09%,0.91%,1.87%,98.13%
0.891,0.981,0.9797,0.9808,99.13%,0.87%,1.90%,98.10%
0.9009,0.977,0.9802,0.9776,99.15%,0.85%,2.30%,97.70%
0.9108,0.9749,0.9809,0.9761,99.19%,0.81%,2.51%,97.49%
0.9207,0.9695,0.9821,0.972,99.24%,0.76%,3.05%,96.95%
0.9306,0.9623,0.9833,0.9664,99.30%,0.70%,3.77%,96.23%
0.9405,0.9535,0.984,0.9594,99.34%,0.66%,4.65%,95.35%
0.9504,0.9396,0.9854,0.9484,99.40%,0.60%,6.04%,93.96%
0.9603,0.9136,0.9879,0.9276,99.52%,0.48%,8.64%,91.36%
0.9702,0.8561,0.9892,0.8798,99.60%,0.40%,14.39%,85.61%
0.9801,0.7586,0.9892,0.7957,99.64%,0.36%,24.14%,75.86%
0.99,0.5885,0.9914,0.6406,99.78%,0.22%,41.15%,58.85%
