threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.5742,0.7939,0.8435,0.8033,93.70%,6.30%,20.61%,79.39%
0.5841,0.7926,0.8479,0.8031,93.91%,6.09%,20.74%,79.26%
0.594,0.7913,0.8524,0.8028,94.13%,5.87%,20.87%,79.13%
0.6039,0.79,0.8522,0.8017,94.13%,5.87%,21.00%,79.00%
0.6138,0.7887,0.8544,0.801,94.24%,5.76%,21.13%,78.87%
0.6237,0.7875,0.8577,0.8006,94.41%,5.59%,21.25%,78.75%
0.6336,0.7836,0.8596,0.7977,94.52%,5.48%,21.64%,78.36%
0.6435,0.781,0.8616,0.7959,94.63%,5.37%,21.90%,78.10%
0.6534,0.7798,0.8651,0.7955,94.79%,5.21%,22.02%,77.98%
0.6633,0.7785,0.8673,0.7948,94.90%,5.10%,22.15%,77.85%
0.6732,0.7785,0.8711,0.7954,95.07%,4.93%,22.15%,77.85%
0.6831,0.7772,0.8734,0.7947,95.18%,4.82%,22.28%,77.72%
0.693,0.7746,0.8781,0.7933,95.39%,4.61%,22.54%,77.46%
0.7029,0.7734,0.8805,0.7927,95.50%,4.50%,22.66%,77.34%
0.7128,0.7721,0.8868,0.7926,95.78%,4.22%,22.79%,77.21%
0.7227,0.7695,0.8917,0.7912,96.00%,4.00%,23.05%,76.95%
0.7326,0.767,0.8981,0.79,96.27%,3.73%,23.30%,76.70%
0.7425,0.7606,0.9,0.7849,96.38%,3.62%,23.94%,76.06%
0.7524,0.7567,0.9037,0.7822,96.55%,3.45%,24.33%,75.67%
0.7623,0.7516,0.9073,0.7783,96.71%,3.29%,24.84%,75.16%
0.7722,0.7439,0.9078,0.7718,96.77%,3.23%,25.61%,74.39%
0.7821,0.7388,0.9101,0.7677,96.88%,3.12%,26.12%,73.88%
0.792,0.7337,0.9095,0.7632,96.88%,3.12%,26.63%,73.37%
0.8019,0.7324,0.9137,0.7627,97.04%,2.96%,26.76%,73.24%
0.8118,0.7298,0.9179,0.761,97.20%,2.80%,27.02%,72.98%
0.8217,0.7234,0.9232,0.7562,97.42%,2.58%,27.66%,72.34%
0.8316,0.7222,0.9292,0.7558,97.64%,2.36%,27.78%,72.22%
0.8415,0.7145,0.9316,0.7494,97.75%,2.25%,28.55%,71.45%
0.8514,0.7119,0.9345,0.7475,97.86%,2.14%,28.81%,71.19%
0.8613,0.7068,0.9372,0.7433,97.97%,2.03%,29.32%,70.68%
0.8712,0.7017,0.94,0.7391,98.08%,1.92%,29.83%,70.17%
0.8811,0.6901,0.9407,0.729,98.14%,1.86%,30.99%,69.01%
0.891,0.6825,0.945,0.7226,98.30%,1.70%,31.75%,68.25%
0.9009,0.6761,0.9462,0.717,98.36%,1.64%,32.39%,67.61%
0.9108,0.6697,0.9509,0.7118,98.52%,1.48%,33.03%,66.97%
0.9207,0.6569,0.95,0.7001,98.52%,1.48%,34.31%,65.69%
0.9306,0.6479,0.9511,0.692,98.57%,1.43%,35.21%,64.79%
0.9405,0.6274,0.9533,0.6734,98.68%,1.32%,37.26%,62.74%
0.9504,0.6133,0.9599,0.6611,98.90%,1.10%,38.67%,61.33%
0.9603,0.5928,0.9606,0.642,98.96%,1.04%,40.72%,59.28%
0.9702,0.557,0.9624,0.6082,99.07%,0.93%,44.30%,55.70%
0.9801,0.5134,0.9639,0.5664,99.18%,0.82%,48.66%,51.34%
