threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.6732,0.7494,0.8839,0.7729,95.78%,4.22%,25.06%,74.94%
0.6831,0.7481,0.885,0.772,95.84%,4.16%,25.19%,74.81%
0.693,0.7455,0.886,0.7699,95.89%,4.11%,25.45%,74.55%
0.7029,0.743,0.8925,0.7687,96.16%,3.84%,25.70%,74.30%
0.7128,0.7366,0.8944,0.7635,96.27%,3.73%,26.34%,73.66%
0.7227,0.7327,0.8995,0.761,96.49%,3.51%,26.73%,73.27%
0.7326,0.7276,0.9003,0.7566,96.55%,3.45%,27.24%,72.76%
0.7425,0.7212,0.9024,0.7514,96.66%,3.34%,27.88%,72.12%
0.7524,0.7199,0.9051,0.7507,96.77%,3.23%,28.01%,71.99%
0.7623,0.7136,0.9073,0.7454,96.88%,3.12%,28.64%,71.36%
0.7722,0.7084,0.9067,0.7408,96.88%,3.12%,29.16%,70.84%
0.7821,0.7059,0.9079,0.7388,96.93%,3.07%,29.41%,70.59%
0.792,0.6957,0.9112,0.7302,97.10%,2.90%,30.43%,69.57%
0.8019,0.688,0.9103,0.7233,97.10%,2.90%,31.20%,68.80%
0.8118,0.679,0.9124,0.7156,97.21%,2.79%,32.10%,67.90%
0.8217,0.6765,0.9184,0.7141,97.42%,2.58%,32.35%,67.65%
0.8316,0.6726,0.9196,0.7108,97.48%,2.52%,32.74%,67.26%
0.8415,0.6662,0.9238,0.7056,97.64%,2.36%,33.38%,66.62%
0.8514,0.6637,0.9268,0.7036,97.75%,2.25%,33.63%,66.37%
0.8613,0.6598,0.9264,0.7001,97.75%,2.25%,34.02%,65.98%
0.8712,0.6522,0.929,0.6935,97.86%,2.14%,34.78%,65.22%
0.8811,0.6432,0.9298,0.6855,97.92%,2.08%,35.68%,64.32%
0.891,0.6407,0.933,0.6835,98.03%,1.97%,35.93%,64.07%
0.9009,0.633,0.9322,0.6764,98.03%,1.97%,36.70%,63.30%
0.9108,0.6292,0.9336,0.6731,98.08%,1.92%,37.08%,62.92%
0.9207,0.6215,0.9382,0.6665,98.25%,1.75%,37.85%,62.15%
0.9306,0.6061,0.9405,0.6525,98.36%,1.64%,39.39%,60.61%
0.9405,0.587,0.9483,0.6354,98.63%,1.37%,41.30%,58.70%
0.9504,0.5754,0.9534,0.625,98.79%,1.21%,42.46%,57.54%
0.9603,0.5512,0.9557,0.6021,98.90%,1.10%,44.88%,55.12%
0.9702,0.5205,0.9599,0.5729,99.07%,0.93%,47.95%,52.05%
