threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.7821,0.7161,0.9091,0.7479,96.93%,3.07%,28.39%,71.61%
0.792,0.7161,0.9135,0.7485,97.10%,2.90%,28.39%,71.61%
0.8019,0.711,0.916,0.7443,97.21%,2.79%,28.90%,71.10%
0.8118,0.711,0.919,0.7447,97.32%,2.68%,28.90%,71.10%
0.8217,0.7046,0.9199,0.7392,97.37%,2.63%,29.54%,70.46%
0.8316,0.6969,0.9206,0.7325,97.42%,2.58%,30.31%,69.69%
0.8415,0.6905,0.9199,0.7268,97.42%,2.58%,30.95%,69.05%
0.8514,0.6777,0.9217,0.7156,97.53%,2.47%,32.23%,67.77%
0.8613,0.6739,0.9229,0.7124,97.59%,2.41%,32.61%,67.39%
0.8712,0.6688,0.929,0.7085,97.81%,2.19%,33.12%,66.88%
0.8811,0.6624,0.93,0.7028,97.86%,2.14%,33.76%,66.24%
0.891,0.6522,0.9307,0.6937,97.92%,2.08%,34.78%,65.22%
0.9009,0.6432,0.9367,0.6862,98.14%,1.86%,35.68%,64.32%
0.9108,0.6304,0.939,0.6748,98.25%,1.75%,36.96%,63.04%
0.9207,0.6228,0.942,0.668,98.36%,1.64%,37.72%,62.28%
0.9306,0.61,0.9427,0.6563,98.41%,1.59%,39.00%,61.00%
0.9405,0.5895,0.9505,0.638,98.68%,1.32%,41.05%,58.95%
0.9504,0.578,0.9556,0.6276,98.85%,1.15%,42.20%,57.80%
0.9603,0.5499,0.9577,0.6011,98.96%,1.04%,45.01%,54.99%
0.9702,0.5192,0.9553,0.5713,98.96%,1.04%,48.08%,51.92%
