Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,58,0-58,PTT,43.5116959,0-117,0-118,0-118,77.9597473,608.410889,
0,59,0-59,HospAdmTime,-0.0199999996,0-119,0-120,0-120,63.4931297,416.379303,
0,60,0-60,Hct,29.4193001,0-121,0-122,0-122,47.4472733,243.137924,
0,61,0-61,Bilirubin_total,2.53855944,0-123,0-124,0-124,143.736572,4255.0083,
0,62,0-62,pH,7.37317991,0-125,0-126,0-126,52.7177124,425.290192,
0,63,0-63,AST,134.278305,0-127,0-128,0-128,293.517944,3086.25562,
0,64,0-64,MAP,69.0,0-129,0-130,0-130,181.577774,3728.71533,
0,65,0-65,Lactate,1.91745341,0-131,0-132,0-132,124.557968,2170.01709,
0,66,0-66,HCO3,24.4296474,0-133,0-134,0-134,168.528595,780.531555,
0,67,0-67,Magnesium,2.09154344,0-135,0-136,0-136,92.5973282,670.379272,
0,68,0-68,SaO2,93.0327454,0-137,0-138,0-138,194.862854,1334.44531,
0,69,0-69,HCO3,20.6696815,0-139,0-140,0-140,67.9379807,2072.95386,
0,70,0-70,HospAdmTime,-563.820007,0-141,0-142,0-142,81.815033,3031.68652,
0,71,0-71,DBP,42.0,0-143,0-144,0-144,30.0667725,51.5718346,
0,72,0-72,SBP,104.0,0-145,0-146,0-146,150.502335,113.841949,
0,73,0-73,Leaf,,,,,-0.13333334,2.0,
0,74,0-74,ICULOS,206.0,0-147,0-148,0-148,12.151001,219.304581,
0,75,0-75,ICULOS,275.0,0-149,0-150,0-150,78.661438,81.8103409,
0,76,0-76,O2Sat,92.25,0-151,0-152,0-152,35.6808243,178.448273,
0,77,0-77,Leaf,,,,,0.155612245,3.50574684,
0,78,0-78,ICULOS,235.0,0-153,0-154,0-154,20.6446152,42.7614937,
0,79,0-79,Potassium,4.23496485,0-155,0-156,0-156,83.8345795,181.186768,
0,80,0-80,Bilirubin_total,1.15238094,0-157,0-158,0-158,63.7228012,238.666656,
0,81,0-81,Hgb,10.1155653,0-159,0-160,0-160,159.290894,3329.80444,
0,82,0-82,O2Sat,95.0769196,0-161,0-162,0-162,145.319824,3623.45117,
0,83,0-83,HospAdmTime,-455.570007,0-163,0-164,0-164,101.414085,268.011475,
0,84,0-84,ICULOS,222.0,0-165,0-166,0-166,262.425842,921.479858,
0,85,0-85,SBP,147.5,0-167,0-168,0-168,68.1877899,537.120667,
0,86,0-86,FiO2,0.48005715,0-169,0-170,0-170,66.1031036,627.333313,
0,87,0-87,Leaf,,,,,-0.111111119,1.25,
0,88,0-88,Fibrinogen,292.647064,0-171,0-172,0-172,6.18276978,53.5804558,
0,89,0-89,SBP,113.5,0-173,0-174,0-174,55.3630714,163.606323,
0,90,0-90,Calcium,7.66337204,0-175,0-176,0-176,80.6304626,1647.33618,
0,91,0-91,Creatinine,1.23141205,0-177,0-178,0-178,20.8683624,251.301712,
0,92,0-92,SaO2,90.233017,0-179,0-180,0-180,36.4037132,212.45401,
0,93,0-93,ICULOS,49.0,0-181,0-182,0-182,178.474106,1638.11206,
0,94,0-94,ICULOS,72.0,0-183,0-184,0-184,239.510803,6210.08301,
0,95,0-95,HospAdmTime,-186.850006,0-185,0-186,0-186,73.4962769,1174.39941,
0,96,0-96,HospAdmTime,-0.289999992,0-187,0-188,0-188,57.5220413,45.2758598,
0,97,0-97,PTT,34.4140739,0-189,0-190,0-190,10.6822205,177.258606,
0,98,0-98,Leaf,,,,,-0.13333334,2.0,
0,99,0-99,Leaf,,,,,-0.157894745,3.75,
0,100,0-100,Lactate,3.47239041,0-191,0-192,0-192,13.0858536,20.0258598,
0,101,0-101,DBP,57.4245186,0-193,0-194,0-194,8.34913254,4.50574684,
0,102,0-102,Leaf,,,,,-0.191666663,23.0,
0,103,0-103,HospAdmTime,-0.0500000007,0-195,0-196,0-196,48.4082642,842.879272,
0,104,0-104,AST,51.15625,0-197,0-198,0-198,32.8400574,256.583313,
0,105,0-105,ICULOS,52.0,0-199,0-200,0-200,75.1448669,432.583313,
0,106,0-106,HR,102.0,0-201,0-202,0-202,71.9893494,1418.1781,
0,107,0-107,ICULOS,17.0,0-203,0-204,0-204,42.8984985,56.5057449,
0,108,0-108,SBP,100.0,0-205,0-206,0-206,23.0876503,14.7672405,
0,109,0-109,Leaf,,,,,0.186687067,14.0229874,
0,110,0-110,PTT,42.646946,0-207,0-208,0-208,23.5463734,13.7614937,
0,111,0-111,HospAdmTime,-12.6899996,0-209,0-210,0-210,86.1756744,986.459717,
0,112,0-112,Hgb,10.0781469,0-211,0-212,0-212,52.3413696,1198.84473,
0,113,0-113,HospAdmTime,-45.6300011,0-213,0-214,0-214,57.5700455,633.511475,
0,114,0-114,pH,7.44999981,0-215,0-216,0-216,15.8178558,37.2988472,
0,115,0-115,Phosphate,3.1497817,0-217,0-218,0-218,290.464661,8816.12891,
0,116,0-116,FiO2,0.568482041,0-219,0-220,0-220,129.698944,4836.3042,
0,117,0-117,AST,172.527267,0-221,0-222,0-222,65.8149796,495.252838,
0,118,0-118,SBP,132.0,0-223,0-224,0-224,20.9377136,113.158035,
0,119,0-119,HospAdmTime,-3.02999997,0-225,0-226,0-226,82.8560028,337.083313,
0,120,0-120,SBP,115.0,0-227,0-228,0-228,48.4204941,79.2959747,
0,121,0-121,HospAdmTime,-8.11999989,0-229,0-230,0-230,30.2464237,66.5574646,
0,122,0-122,SBP,108.0,0-231,0-232,0-232,31.6673889,176.58046,
0,123,0-123,SBP,75.0,0-233,0-234,0-234,96.1746216,3164.80737,
0,124,0-124,Bilirubin_direct,0.314999998,0-235,0-236,0-236,187.246887,1090.20105,
0,125,0-125,FiO2,0.49181819,0-237,0-238,0-238,23.1875916,122.433899,
0,126,0-126,ICULOS,54.0,0-239,0-240,0-240,60.392868,302.856293,
0,127,0-127,Calcium,7.4000001,0-241,0-242,0-242,96.0826111,1499.41943,
0,128,0-128,Magnesium,2.0137229,0-243,0-244,0-244,135.906311,1586.83618,
0,129,0-129,pH,7.36397409,0-245,0-246,0-246,107.596199,1671.49707,
0,130,0-130,HospAdmTime,-0.949999988,0-247,0-248,0-248,114.553818,2057.21826,
0,131,0-131,pH,7.39253283,0-249,0-250,0-250,62.8758545,393.698242,
0,132,0-132,Alkalinephos,80.2674408,0-251,0-252,0-252,142.476883,1776.31885,
0,133,0-133,Fibrinogen,263.5,0-253,0-254,0-254,75.3246155,554.695374,
0,134,0-134,Chloride,104.90889,0-255,0-256,0-256,64.4690247,225.836197,
0,135,0-135,HCO3,23.9734383,0-257,0-258,0-258,67.5161362,273.956879,
0,136,0-136,ICULOS,7.0,0-259,0-260,0-260,43.0019531,396.422394,
0,137,0-137,Magnesium,2.12455821,0-261,0-262,0-262,140.385559,885.778687,
0,138,0-138,Chloride,105.426079,0-263,0-264,0-264,88.7759171,448.666656,
0,139,0-139,DBP,52.0,0-265,0-266,0-266,24.7461929,117.382179,
0,140,0-140,Phosphate,3.75157905,0-267,0-268,0-268,69.3303146,1955.57178,
0,141,0-141,AST,193.711273,0-269,0-270,0-270,123.757225,89.0517197,
0,142,0-142,Creatinine,1.39027393,0-271,0-272,0-272,79.0205078,2942.63501,
0,143,0-143,Leaf,,,,,-0.146666676,2.75,
0,144,0-144,SOFA,4.0,0-273,0-274,0-274,6.83125305,48.8218346,
0,145,0-145,DBP,64.8897018,0-275,0-276,0-276,18.2017517,47.2614937,
0,146,0-146,Potassium,4.22296381,0-277,0-278,0-278,38.3784637,66.5804596,
0,147,0-147,Creatinine,1.13460171,0-279,0-280,0-280,35.9427872,82.3534393,
0,148,0-148,PTT,33.7108345,0-281,0-282,0-282,23.2316589,136.951141,
0,149,0-149,Fibrinogen,321.142853,0-283,0-284,0-284,68.239624,52.7729874,
0,150,0-150,MAP,69.6666641,0-285,0-286,0-286,20.6209679,29.0373535,
0,151,0-151,HR,80.0,0-287,0-288,0-288,5.78084755,9.25287342,
0,152,0-152,HospAdmTime,-23.7000008,0-289,0-290,0-290,31.7889633,169.195389,
0,153,0-153,Leaf,,,,,-0.191919193,23.75,
0,154,0-154,SBP,111.983047,0-291,0-292,0-292,18.2354984,19.0114937,
0,155,0-155,FiO2,0.493487895,0-293,0-294,0-294,25.3894806,144.669525,
0,156,0-156,SBP,97.0,0-295,0-296,0-296,50.4853821,36.5172424,
0,157,0-157,Fibrinogen,284.243896,0-297,0-298,0-298,35.413887,65.5229874,
0,158,0-158,Lactate,2.508847,0-299,0-300,0-300,56.7921829,173.143677,
0,159,0-159,SaO2,91.8897018,0-301,0-302,0-302,120.871399,1657.87354,
0,160,0-160,HospAdmTime,-57.9799995,0-303,0-304,0-304,113.440285,1671.93103,
0,161,0-161,PaCO2,38.5083351,0-305,0-306,0-306,70.0330048,644.916626,
0,162,0-162,SaO2,94.8077927,0-307,0-308,0-308,165.281494,2978.53442,
0,163,0-163,Hgb,10.1060047,0-309,0-310,0-310,73.1406708,54.5258598,
0,164,0-164,Fibrinogen,261.07547,0-311,0-312,0-312,127.68631,213.485626,
0,165,0-165,Hct,31.265995,0-313,0-314,0-314,131.629028,795.344788,
0,166,0-166,Bilirubin_direct,1.89388883,0-315,0-316,0-316,32.7331886,126.135048,
0,167,0-167,Fibrinogen,259.909088,0-317,0-318,0-318,56.9510994,404.563202,
0,168,0-168,Magnesium,2.09958959,0-319,0-320,0-320,63.662117,132.557465,
0,169,0-169,ICULOS,116.0,0-321,0-322,0-322,49.5197182,56.7787323,
0,170,0-170,DBP,89.0,0-323,0-324,0-324,53.6388092,570.554565,
0,171,0-171,MAP,80.6699982,0-325,0-326,0-326,0.26260376,43.8189621,
0,172,0-172,Creatinine,1.34541583,0-327,0-328,0-328,13.745306,9.76149368,
0,173,0-173,Magnesium,1.98714399,0-329,0-330,0-330,48.2607536,40.2931023,
0,174,0-174,TroponinI,3.25297308,0-331,0-332,0-332,71.0429382,123.313217,
0,175,0-175,HR,75.0,0-333,0-334,0-334,154.244568,590.747131,
0,176,0-176,HospAdmTime,-0.0399999991,0-335,0-336,0-336,68.1256104,1056.58899,
0,177,0-177,Leaf,,,,,-0.146666676,2.75,
0,178,0-178,HR,61.5,0-337,0-338,0-338,16.8303375,248.551712,
0,179,0-179,ICULOS,85.0,0-339,0-340,0-340,30.1957092,114.591949,
0,180,0-180,SBP,113.0,0-341,0-342,0-342,32.590641,97.8620605,
0,181,0-181,Hgb,10.098773,0-343,0-344,0-344,148.713013,923.65802,
0,182,0-182,HospAdmTime,-1.72000003,0-345,0-346,0-346,56.6794586,714.453979,
0,183,0-183,Calcium,7.35569668,0-347,0-348,0-348,193.943726,3873.30444,
0,184,0-184,Alkalinephos,105.650002,0-349,0-350,0-350,159.688858,2336.77856,
0,185,0-185,Chloride,98.5,0-351,0-352,0-352,33.9526367,279.63504,
0,186,0-186,Magnesium,2.00227928,0-353,0-354,0-354,78.2158203,894.764343,
0,187,0-187,pH,7.36486101,0-355,0-356,0-356,19.9382172,23.7528725,
0,188,0-188,HospAdmTime,-0.0399999991,0-357,0-358,0-358,25.3710575,21.5229874,
0,189,0-189,Leaf,,,,,-0.100000001,1.0,
0,190,0-190,Lactate,3.49167562,0-359,0-360,0-360,6.97579956,176.258606,
0,191,0-191,HospAdmTime,-337.660004,0-361,0-362,0-362,9.71707916,18.5258598,
0,192,0-192,Leaf,,,,,-0.120000005,1.5,
0,193,0-193,Leaf,,,,,0.155612245,3.50574684,
0,194,0-194,Leaf,,,,,-0.100000001,1.0,
0,195,0-195,HospAdmTime,-0.949999988,0-363,0-364,0-364,77.1324692,534.267212,
0,196,0-196,HCO3,24.2504349,0-365,0-366,0-366,59.337738,308.612061,
0,197,0-197,FiO2,0.219999999,0-367,0-368,0-368,15.9917688,7.00287342,
0,198,0-198,DBP,79.1399078,0-369,0-370,0-370,17.917511,249.580444,
0,199,0-199,Fibrinogen,366.763519,0-371,0-372,0-372,92.4345856,204.620682,
0,200,0-200,HospAdmTime,-29.5699997,0-373,0-374,0-374,86.7332153,227.962631,
0,201,0-201,HospAdmTime,-1.25999999,0-375,0-376,0-376,95.1375122,621.060303,
0,202,0-202,Alkalinephos,137.576477,0-377,0-378,0-378,54.3154602,797.117798,
0,203,0-203,Leaf,,,,,0.120091848,4.00574684,
0,204,0-204,Leaf,,,,,-0.196261689,52.5,
0,205,0-205,MAP,63.0,0-379,0-380,0-380,2.23918724,12.0172405,
0,206,0-206,Leaf,,,,,-0.146666676,2.75,
0,207,0-207,Leaf,,,,,-0.163636371,4.5,
0,208,0-208,SBP,107.5,0-381,0-382,0-382,9.98102283,9.26149368,
0,209,0-209,ICULOS,38.0,0-383,0-384,0-384,75.9805145,916.422363,
0,210,0-210,Lactate,3.26070118,0-385,0-386,0-386,55.1422157,70.0373535,
0,211,0-211,DBP,48.5,0-387,0-388,0-388,48.575058,683.465454,
0,212,0-212,pH,7.23000002,0-389,0-390,0-390,30.3309326,515.379272,
0,213,0-213,MAP,63.3300018,0-391,0-392,0-392,39.8733749,296.778717,
0,214,0-214,DBP,72.6230774,0-393,0-394,0-394,64.3970184,336.732758,
0,215,0-215,ICULOS,15.0,0-395,0-396,0-396,18.2846603,35.5488472,
0,216,0-216,Leaf,,,,,-0.127272725,1.75,
0,217,0-217,Chloride,105.720825,0-397,0-398,0-398,64.4890747,450.456879,
0,218,0-218,ICULOS,45.0,0-399,0-400,0-400,221.709442,8365.67188,
0,219,0-219,O2Sat,93.7083359,0-401,0-402,0-402,111.132256,4433.60596,
0,220,0-220,ICULOS,9.0,0-403,0-404,0-404,56.5863037,402.698242,
0,221,0-221,HospAdmTime,-32.3499985,0-405,0-406,0-406,34.7828522,198.988495,
0,222,0-222,HCO3,23.4948425,0-407,0-408,0-408,44.4608612,296.264343,
0,223,0-223,O2Sat,89.5,0-409,0-410,0-410,13.372406,105.40229,
0,224,0-224,HR,101.0,0-411,0-412,0-412,24.4195957,7.75574684,
0,225,0-225,ICULOS,41.0,0-413,0-414,0-414,120.428886,221.936768,
0,226,0-226,SBP,150.0,0-415,0-416,0-416,21.6325531,115.146545,
0,227,0-227,HospAdmTime,0.0,0-417,0-418,0-418,29.8313065,42.0114937,
0,228,0-228,ICULOS,11.0,0-419,0-420,0-420,15.7935619,37.284481,
0,229,0-229,ICULOS,275.0,0-421,0-422,0-422,37.6411285,40.5258598,
0,230,0-230,HR,117.0,0-423,0-424,0-424,23.2983704,26.0316086,
0,231,0-231,FiO2,0.610000014,0-425,0-426,0-426,23.386673,64.7643661,
0,232,0-232,PaCO2,44.8003654,0-427,0-428,0-428,34.3651924,111.816086,
0,233,0-233,HCO3,23.0,0-429,0-430,0-430,43.1913757,24.7557468,
0,234,0-234,FiO2,0.610000014,0-431,0-432,0-432,77.6532593,3140.05151,
0,235,0-235,O2Sat,88.0,0-433,0-434,0-434,18.5366821,57.7586212,
0,236,0-236,HospAdmTime,-1.25999999,0-435,0-436,0-436,91.8971634,1032.4425,
0,237,0-237,pH,7.37036705,0-437,0-438,0-438,7.9916544,4.75287342,
0,238,0-238,Bilirubin_direct,1.91919994,0-439,0-440,0-440,3.74951172,117.681023,
0,239,0-239,PTT,36.4273872,0-441,0-442,0-442,86.5846252,189.195389,
0,240,0-240,HR,141.5,0-443,0-444,0-444,15.6048737,113.660912,
0,241,0-241,FiO2,0.538508654,0-445,0-446,0-446,45.6705246,170.333328,
0,242,0-242,SaO2,94.7109451,0-447,0-448,0-448,70.5922546,1329.08618,
0,243,0-243,Chloride,104.552635,0-449,0-450,0-450,88.8735046,532.620667,
0,244,0-244,O2Sat,92.25,0-451,0-452,0-452,60.0,1054.21545,
0,245,0-245,ICULOS,6.0,0-453,0-454,0-454,50.1931305,303.58905,
0,246,0-246,AST,288.817383,0-455,0-456,0-456,94.7932358,1367.90796,
0,247,0-247,DBP,47.5,0-457,0-458,0-458,64.0935211,1204.26147,
0,248,0-248,ICULOS,9.0,0-459,0-460,0-460,98.0823669,852.956848,
0,249,0-249,HR,56.0,0-461,0-462,0-462,21.5020142,158.712631,
0,250,0-250,HospAdmTime,-57.9799995,0-463,0-464,0-464,104.607635,234.985626,
0,251,0-251,TroponinI,1.2564286,0-465,0-466,0-466,88.6409912,185.350571,
0,252,0-252,Alkalinephos,115.02475,0-467,0-468,0-468,147.290161,1590.96826,
0,253,0-253,HospAdmTime,-186.850006,0-469,0-470,0-470,52.1970978,111.873558,
0,254,0-254,HR,69.0,0-471,0-472,0-472,80.6322174,442.821838,
0,255,0-255,ICULOS,73.0,0-473,0-474,0-474,25.7736053,21.7729874,
0,256,0-256,MAP,61.0,0-475,0-476,0-476,42.2453308,204.063217,
0,257,0-257,HospAdmTime,-150.110001,0-477,0-478,0-478,33.900589,37.0086212,
0,258,0-258,FiO2,0.49289006,0-479,0-480,0-480,40.9867668,236.948273,
0,259,0-259,SBP,119.5,0-481,0-482,0-482,34.4407845,131.614929,
0,260,0-260,O2Sat,97.9166641,0-483,0-484,0-484,44.1400452,264.807465,
0,261,0-261,DBP,50.2776718,0-485,0-486,0-486,130.190308,614.933899,
0,262,0-262,ICULOS,18.0,0-487,0-488,0-488,45.7329712,270.844818,
0,263,0-263,SBP,123.0,0-489,0-490,0-490,64.6911774,195.390793,
0,264,0-264,HospAdmTime,-3.97000003,0-491,0-492,0-492,80.232132,253.275848,
0,265,0-265,Bilirubin_direct,1.38,0-493,0-494,0-494,36.0136642,40.034481,
0,266,0-266,Potassium,4.80000019,0-495,0-496,0-496,15.3084259,77.3476944,
0,267,0-267,HospAdmTime,-2.28999996,0-497,0-498,0-498,82.7732086,238.741364,
0,268,0-268,SaO2,90.3305588,0-499,0-500,0-500,82.989151,1716.83044,
0,269,0-269,ICULOS,85.0,0-501,0-502,0-502,64.0273361,70.2729874,
0,270,0-270,HR,70.0,0-503,0-504,0-504,6.00223923,18.7787342,
0,271,0-271,ICULOS,99.0,0-505,0-506,0-506,69.4811707,466.38504,
0,272,0-272,HospAdmTime,-0.0199999996,0-507,0-508,0-508,56.381897,2476.24976,
0,273,0-273,SBP,146.0,0-509,0-510,0-510,8.00437832,3.25287342,
0,274,0-274,DBP,44.0,0-511,0-512,0-512,1.47492981,45.5689621,
0,275,0-275,FiO2,0.545950115,0-513,0-514,0-514,19.827034,45.5086212,
0,276,0-276,Leaf,,,,,0.127348647,1.75287342,
0,277,0-277,ICULOS,275.0,0-515,0-516,0-516,31.4977264,22.5172405,
0,278,0-278,ICULOS,199.0,0-517,0-518,0-518,12.2056503,44.0632172,
0,279,0-279,Leaf,,,,,-0.160000011,4.0,
0,280,0-280,DBP,49.9137459,0-519,0-520,0-520,25.5469284,78.3534393,
0,281,0-281,Leaf,,,,,-0.13333334,2.0,
0,282,0-282,O2Sat,91.5,0-521,0-522,0-522,3.04507446,134.951141,
0,283,0-283,Leaf,,,,,-0.193277314,28.75,
0,284,0-284,ICULOS,222.0,0-523,0-524,0-524,54.0076294,24.0229874,
0,285,0-285,DBP,47.5,0-525,0-526,0-526,5.25795746,26.7873535,
0,286,0-286,Leaf,,,,,-0.138461545,2.25,
0,287,0-287,Leaf,,,,,-0.169230774,5.5,
0,288,0-288,HR,81.0,0-527,0-528,0-528,9.7464571,3.75287342,
0,289,0-289,FiO2,0.579999983,0-529,0-530,0-530,20.0949249,104.135048,
0,290,0-290,SBP,121.5,0-531,0-532,0-532,53.0112953,65.0603409,
0,291,0-291,Leaf,,,,,-0.173333332,6.5,
0,292,0-292,HospAdmTime,-0.00999999978,0-533,0-534,0-534,18.1654434,12.5114937,
0,293,0-293,Creatinine,1.11309755,0-535,0-536,0-536,34.6292725,25.2701149,
0,294,0-294,Calcium,7.54006195,0-537,0-538,0-538,20.8475189,119.399414,
0,295,0-295,Calcium,7.01344252,0-539,0-540,0-540,12.9863386,8.26149368,
0,296,0-296,Bilirubin_direct,0.358999997,0-541,0-542,0-542,38.6711121,28.2557468,
0,297,0-297,TroponinI,3.25297308,0-543,0-544,0-544,35.2815399,22.0172405,
0,298,0-298,PaCO2,59.0,0-545,0-546,0-546,21.6298447,43.5057449,
0,299,0-299,HR,73.5,0-547,0-548,0-548,33.6797447,119.117813,
0,300,0-300,Hct,35.4000015,0-549,0-550,0-550,58.5194168,54.0258598,
0,301,0-301,ICULOS,53.0,0-551,0-552,0-552,86.4854507,358.264343,
0,302,0-302,Hgb,10.0198669,0-553,0-554,0-554,89.1881714,1299.60913,
0,303,0-303,ICULOS,18.0,0-555,0-556,0-556,119.202202,756.873535,
0,304,0-304,Potassium,3.95089197,0-557,0-558,0-558,110.090454,915.057434,
0,305,0-305,Hgb,11.1000004,0-559,0-560,0-560,43.1559296,69.3218384,
0,306,0-306,HospAdmTime,-239.009995,0-561,0-562,0-562,83.4106293,575.594788,
0,307,0-307,Alkalinephos,104.651161,0-563,0-564,0-564,95.6514893,1518.04883,
0,308,0-308,HospAdmTime,-297.329987,0-565,0-566,0-566,123.826416,1460.4856,
0,309,0-309,FiO2,0.48770991,0-567,0-568,0-568,11.8067722,12.7672405,
0,310,0-310,ICULOS,188.0,0-569,0-570,0-570,24.5085526,41.7586212,
0,311,0-311,Leaf,,,,,-0.188732401,16.75,
0,312,0-312,Alkalinephos,73.7397995,0-571,0-572,0-572,62.0353851,196.735626,
0,313,0-313,Bilirubin_direct,2.4871428,0-573,0-574,0-574,140.500107,515.787354,
0,314,0-314,Alkalinephos,74.9311905,0-575,0-576,0-576,109.223511,279.557465,
0,315,0-315,Fibrinogen,254.574081,0-577,0-578,0-578,41.9419632,106.373558,
0,316,0-316,SBP,127.0,0-579,0-580,0-580,31.3303375,19.7614937,
0,317,0-317,HospAdmTime,-61.5099983,0-581,0-582,0-582,32.5007019,112.364937,
0,318,0-318,Fibrinogen,329.076935,0-583,0-584,0-584,78.4392548,292.198273,
0,319,0-319,Phosphate,3.5,0-585,0-586,0-586,46.8803253,107.281609,
0,320,0-320,Bilirubin_direct,1.08200002,0-587,0-588,0-588,21.933506,25.2758598,
0,321,0-321,Leaf,,,,,-0.191111118,21.5,
0,322,0-322,HospAdmTime,-12.2399998,0-589,0-590,0-590,38.7161903,35.2787323,
0,323,0-323,Fibrinogen,342.071442,0-591,0-592,0-592,40.2984085,555.551697,
0,324,0-324,FiO2,0.482938141,0-593,0-594,0-594,12.8659859,15.0028734,
0,325,0-325,Leaf,,,,,0.0770317987,2.25287342,
0,326,0-326,Leaf,,,,,0.183554992,41.5660896,
0,327,0-327,Leaf,,,,,-0.127272725,1.75,
0,328,0-328,O2Sat,99.0434799,0-595,0-596,0-596,2.2368679,8.01149368,
0,329,0-329,TroponinI,11.3983545,0-597,0-598,0-598,12.4235573,10.2528734,
0,330,0-330,Hgb,12.0226851,0-599,0-600,0-600,19.5921249,30.0402279,
0,331,0-331,FiO2,0.494457483,0-601,0-602,0-602,30.107687,57.5488472,
