Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,25,0-25,HR,90.0,0-51,0-52,0-52,52.6522942,476.353485,
0,26,0-26,Age,65.5599976,0-53,0-54,0-54,47.9852829,101.428879,
0,27,0-27,Leaf,,,,,0.0886031166,1.25392842,
0,28,0-28,Leaf,,,,,-0.0282170381,1.67190456,
0,29,0-29,DBP,46.0,0-55,0-56,0-56,6.69616699,10.8673801,
0,30,0-30,Hgb,9.94439697,0-57,0-58,0-58,4.42677975,3.20448375,
0,31,0-31,Age,66.2699966,0-59,0-60,0-60,30.3842506,33.5774155,
0,32,0-32,pH,7.42999983,0-61,0-62,0-62,33.6447754,5863.09082,
0,33,0-33,TroponinI,4.80812502,0-63,0-64,0-64,34.8964233,1737.66614,
0,34,0-34,Potassium,4.16948128,0-65,0-66,0-66,31.1835938,3005.80566,
0,35,0-35,SBP,87.5,0-67,0-68,0-68,44.9963074,1768.875,
0,36,0-36,Platelets,204.598373,0-69,0-70,0-70,19.7118206,64.7863007,
0,37,0-37,Age,32.6399994,0-71,0-72,0-72,41.4876862,53.3616219,
0,38,0-38,pH,7.30000019,0-73,0-74,0-74,32.5909424,3228.02979,
0,39,0-39,Lactate,2.7022624,0-75,0-76,0-76,28.9894047,399.306549,
0,40,0-40,Lactate,1.89999998,0-77,0-78,0-78,23.5479736,721.844788,
0,41,0-41,Lactate,1.89999998,0-79,0-80,0-80,8.48554039,62.4177704,
0,42,0-42,pH,7.36486101,0-81,0-82,0-82,20.9950981,240.754257,
0,43,0-43,Chloride,102.0,0-83,0-84,0-84,11.2108259,162.73204,
0,44,0-44,PaCO2,41.4338417,0-85,0-86,0-86,13.3067322,150.750061,
0,45,0-45,Age,56.8300018,0-87,0-88,0-88,42.9432831,479.279297,
0,46,0-46,Hct,30.0690727,0-89,0-90,0-90,65.887886,348.870758,
0,47,0-47,Glucose,140.639099,0-91,0-92,0-92,34.3574066,518.429749,
0,48,0-48,Platelets,194.263382,0-93,0-94,0-94,35.854187,2067.03125,
0,49,0-49,Lactate,1.89999998,0-95,0-96,0-96,72.4652252,2708.48535,
0,50,0-50,Fibrinogen,248.555557,0-97,0-98,0-98,73.1268158,855.875793,
0,51,0-51,Chloride,105.452881,0-99,0-100,0-100,35.5978317,248.41716,
0,52,0-52,pH,7.35155439,0-101,0-102,0-102,46.4309654,227.936325,
0,53,0-53,TroponinI,12.604846,0-103,0-104,0-104,27.2756348,18.3909492,
0,54,0-54,TroponinI,3.4375,0-105,0-106,0-106,36.0578651,83.0379257,
0,55,0-55,Leaf,,,,,0.0381651856,1.3932538,
0,56,0-56,Leaf,,,,,0.220171601,9.47412586,
0,57,0-57,Leaf,,,,,-0.00672323722,1.53257918,
0,58,0-58,Leaf,,,,,0.0840624198,1.67190456,
0,59,0-59,Leaf,,,,,0.0489803255,22.7100372,
0,60,0-60,Leaf,,,,,-0.0486675277,10.8673801,
0,61,0-61,Leaf,,,,,-0.0406427123,5741.73828,
0,62,0-62,Leaf,,,,,-0.0135826943,121.352409,
0,63,0-63,Leaf,,,,,-0.0150096761,679.211243,
0,64,0-64,Leaf,,,,,-0.0296683516,1058.45496,
0,65,0-65,Leaf,,,,,-0.0378223509,2090.57739,
0,66,0-66,Leaf,,,,,-0.0265566166,915.228394,
0,67,0-67,Leaf,,,,,0.0139805516,98.0850677,
0,68,0-68,Leaf,,,,,-0.0206074361,1670.78992,
0,69,0-69,Leaf,,,,,0.0462361351,55.3121758,
0,70,0-70,Leaf,,,,,-0.0280591436,9.47412586,
0,71,0-71,Leaf,,,,,-0.000891121104,49.4605103,
0,72,0-72,Leaf,,,,,0.151139036,3.90111065,
0,73,0-73,Leaf,,,,,0.0130095379,40.5436859,
0,74,0-74,Leaf,,,,,-0.0314019583,3187.48608,
0,75,0-75,Leaf,,,,,-0.00562658813,335.913483,
0,76,0-76,Leaf,,,,,-0.0424203686,63.3930473,
0,77,0-77,Leaf,,,,,0.00798412319,35.5279732,
0,78,0-78,Leaf,,,,,-0.0330072269,686.316833,
0,79,0-79,Leaf,,,,,0.0220034402,6.13031673,
0,80,0-80,Leaf,,,,,-0.0349972881,56.2874527,
0,81,0-81,Leaf,,,,,0.0693029165,10.8673801,
0,82,0-82,Leaf,,,,,0.000956878648,229.886871,
0,83,0-83,Leaf,,,,,0.0545303412,5.85166597,
0,84,0-84,Leaf,,,,,-0.010420748,156.880371,
0,85,0-85,Leaf,,,,,-0.0404002219,100.035622,
0,86,0-86,Leaf,,,,,-0.00812657736,50.7144394,
0,87,0-87,Leaf,,,,,0.0355252624,188.228592,
0,88,0-88,Leaf,,,,,0.00478756474,291.05072,
0,89,0-89,Leaf,,,,,-0.0183431581,263.603607,
0,90,0-90,Leaf,,,,,0.0319350511,85.2671356,
0,91,0-91,Leaf,,,,,-0.00991303287,473.427643,
0,92,0-92,Leaf,,,,,0.0352755412,45.0020981,
0,93,0-93,Leaf,,,,,-0.01874399,956.190063,
0,94,0-94,Leaf,,,,,-0.0320890583,1110.84131,
0,95,0-95,Leaf,,,,,0.0304296855,91.6761017,
0,96,0-96,Leaf,,,,,-0.0144995824,2616.80933,
0,97,0-97,Leaf,,,,,0.0667869151,47.3706284,
0,98,0-98,Leaf,,,,,0.00342988106,808.505188,
0,99,0-99,Leaf,,,,,-0.0286375135,135.424271,
0,100,0-100,Leaf,,,,,0.00912417378,112.992882,
0,101,0-101,Leaf,,,,,0.181981489,3.48313451,
0,102,0-102,Leaf,,,,,0.0183949899,224.453186,
0,103,0-103,Leaf,,,,,0.152030334,14.4898396,
0,104,0-104,Leaf,,,,,-0.0,3.90111065,
0,105,0-105,Leaf,,,,,-0.0023792705,37.7571793,
0,106,0-106,Leaf,,,,,0.0627910495,45.2807503,
