threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.5148,0.8092,0.791,0.8055,90.84%,9.16%,19.08%,80.92%
0.5247,0.8067,0.7945,0.8042,91.06%,8.94%,19.33%,80.67%
0.5346,0.8041,0.7949,0.8022,91.12%,8.88%,19.59%,80.41%
0.5445,0.8015,0.7975,0.8007,91.28%,8.72%,19.85%,80.15%
0.5544,0.7939,0.7979,0.7947,91.39%,8.61%,20.61%,79.39%
0.5643,0.7926,0.8018,0.7944,91.61%,8.39%,20.74%,79.26%
0.5742,0.7926,0.8081,0.7956,91.94%,8.06%,20.74%,79.26%
0.5841,0.79,0.8118,0.7943,92.16%,7.84%,21.00%,79.00%
0.594,0.7875,0.8135,0.7925,92.27%,7.73%,21.25%,78.75%
0.6039,0.781,0.8155,0.7877,92.43%,7.57%,21.90%,78.10%
0.6138,0.7798,0.8174,0.787,92.54%,7.46%,22.02%,77.98%
0.6237,0.7734,0.8195,0.7822,92.71%,7.29%,22.66%,77.34%
0.6336,0.7708,0.8269,0.7814,93.09%,6.91%,22.92%,77.08%
0.6435,0.7682,0.8287,0.7796,93.20%,6.80%,23.18%,76.82%
0.6534,0.7682,0.8357,0.7808,93.53%,6.47%,23.18%,76.82%
0.6633,0.767,0.8389,0.7804,93.70%,6.30%,23.30%,76.70%
0.6732,0.7644,0.8456,0.7794,94.02%,5.98%,23.56%,76.44%
0.6831,0.7618,0.8476,0.7776,94.13%,5.87%,23.82%,76.18%
0.693,0.7593,0.8508,0.776,94.30%,5.70%,24.07%,75.93%
0.7029,0.7554,0.8538,0.7733,94.46%,5.54%,24.46%,75.54%
0.7128,0.7503,0.8567,0.7694,94.63%,5.37%,24.97%,75.03%
0.7227,0.7465,0.8574,0.7663,94.68%,5.32%,25.35%,74.65%
0.7326,0.7426,0.8618,0.7638,94.90%,5.10%,25.74%,74.26%
0.7425,0.7388,0.8716,0.762,95.34%,4.66%,26.12%,73.88%
0.7524,0.7337,0.8721,0.7577,95.39%,4.61%,26.63%,73.37%
0.7623,0.7324,0.8746,0.757,95.50%,4.50%,26.76%,73.24%
0.7722,0.7286,0.8835,0.755,95.89%,4.11%,27.14%,72.86%
0.7821,0.7222,0.8854,0.7498,96.00%,4.00%,27.78%,72.22%
0.792,0.7145,0.8871,0.7434,96.11%,3.89%,28.55%,71.45%
0.8019,0.7119,0.8896,0.7415,96.22%,3.78%,28.81%,71.19%
0.8118,0.7029,0.8912,0.734,96.33%,3.67%,29.71%,70.29%
0.8217,0.6978,0.8979,0.7304,96.60%,3.40%,30.22%,69.78%
0.8316,0.694,0.9033,0.7277,96.82%,3.18%,30.60%,69.40%
0.8415,0.6863,0.9039,0.721,96.88%,3.12%,31.37%,68.63%
0.8514,0.6812,0.9078,0.717,97.04%,2.96%,31.88%,68.12%
0.8613,0.6722,0.9099,0.7093,97.15%,2.85%,32.78%,67.22%
0.8712,0.6594,0.9229,0.6993,97.64%,2.36%,34.06%,65.94%
0.8811,0.6556,0.9242,0.696,97.70%,2.30%,34.44%,65.56%
0.891,0.6466,0.9352,0.6891,98.08%,1.92%,35.34%,64.66%
0.9009,0.6389,0.9415,0.6828,98.30%,1.70%,36.11%,63.89%
0.9108,0.6236,0.9456,0.6691,98.46%,1.54%,37.64%,62.36%
0.9207,0.6146,0.9486,0.6612,98.57%,1.43%,38.54%,61.46%
0.9306,0.6018,0.9514,0.6495,98.68%,1.32%,39.82%,60.18%
0.9405,0.5903,0.9564,0.6392,98.85%,1.15%,40.97%,59.03%
0.9504,0.5711,0.9612,0.6215,99.01%,0.99%,42.89%,57.11%
0.9603,0.5506,0.9663,0.6024,99.18%,0.82%,44.94%,55.06%
0.9702,0.525,0.9716,0.5781,99.34%,0.66%,47.50%,52.50%
