Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,23,0-23,HR,67.5,0-47,0-48,0-48,192.850403,5665.88379,
0,24,0-24,SaO2,91.5072861,0-49,0-50,0-50,571.615234,18680.0098,
0,25,0-25,Phosphate,3.5,0-51,0-52,0-52,163.259491,7980.94043,
0,26,0-26,O2Sat,97.6666641,0-53,0-54,0-54,63.7456665,1765.20752,
0,27,0-27,O2Sat,96.6176453,0-55,0-56,0-56,42.4010315,722.027405,
0,28,0-28,PTT,40.0686569,0-57,0-58,0-58,41.4574585,692.556519,
0,29,0-29,O2Sat,99.0833359,0-59,0-60,0-60,82.3325653,672.337891,
0,30,0-30,PTT,35.1759262,0-61,0-62,0-62,54.0573578,610.918457,
0,31,0-31,HospAdmTime,-2.22000003,0-63,0-64,0-64,141.733246,1449.66125,
0,32,0-32,Calcium,7.34778309,0-65,0-66,0-66,142.515579,1452.5022,
0,33,0-33,ICULOS,13.0,0-67,0-68,0-68,20.338913,72.684021,
0,34,0-34,patient_id,26824.0,0-69,0-70,0-70,69.3976593,310.651978,
0,35,0-35,TroponinI,17.1646385,0-71,0-72,0-72,82.4373169,1747.62573,
0,36,0-36,Phosphate,3.89240336,0-73,0-74,0-74,59.8137207,144.236725,
0,37,0-37,patient_id,39358.0,0-75,0-76,0-76,75.326355,824.579468,
0,38,0-38,AST,350.79071,0-77,0-78,0-78,70.3216553,1479.9707,
0,39,0-39,Magnesium,1.94261742,0-79,0-80,0-80,15.144577,34.3965034,
0,40,0-40,WBC,9.11959457,0-81,0-82,0-82,62.8019867,667.073364,
0,41,0-41,SaO2,93.2493973,0-83,0-84,0-84,122.836914,3626.52515,
0,42,0-42,patient_id,27447.0,0-85,0-86,0-86,78.5068054,937.344055,
0,43,0-43,MAP,102.669998,0-87,0-88,0-88,12.044138,5.63680458,
0,44,0-44,HR,113.0,0-89,0-90,0-90,22.8565063,386.012238,
0,45,0-45,Leaf,,,,,0.116205953,1.38680446,
0,46,0-46,Leaf,,,,,-0.161904767,4.25,
0,47,0-47,TroponinI,12.8990374,0-91,0-92,0-92,99.3478165,882.569153,
0,48,0-48,WBC,10.7887526,0-93,0-94,0-94,97.0213013,4783.31445,
0,49,0-49,pH,7.37032795,0-95,0-96,0-96,87.2373123,2196.30249,
0,50,0-50,HR,92.5,0-97,0-98,0-98,296.224609,16483.707,
0,51,0-51,ICULOS,229.0,0-99,0-100,0-100,131.657806,3774.26538,
0,52,0-52,HospAdmTime,-13.0299997,0-101,0-102,0-102,150.226959,4206.67529,
0,53,0-53,Potassium,4.29698467,0-103,0-104,0-104,53.6186523,1168.55847,
0,54,0-54,MAP,60.3300018,0-105,0-106,0-106,42.4614372,596.649048,
0,55,0-55,patient_id,39778.0,0-107,0-108,0-108,29.5552368,285.426239,
0,56,0-56,pH,7.39147472,0-109,0-110,0-110,48.5767822,436.601196,
0,57,0-57,patient_id,4329.0,0-111,0-112,0-112,52.5722046,271.105408,
0,58,0-58,Fibrinogen,291.566925,0-113,0-114,0-114,22.7521362,421.451111,
0,59,0-59,patient_id,2432.0,0-115,0-116,0-116,39.0141296,478.83728,
0,60,0-60,SaO2,95.1932526,0-117,0-118,0-118,81.183548,193.500641,
0,61,0-61,Resp,24.25,0-119,0-120,0-120,83.4309158,60.9624786,
0,62,0-62,ICULOS,27.0,0-121,0-122,0-122,46.079422,549.955994,
0,63,0-63,PaCO2,39.4844513,0-123,0-124,0-124,127.848206,574.97345,
0,64,0-64,patient_id,16038.0,0-125,0-126,0-126,147.848068,874.687866,
0,65,0-65,HR,75.0,0-127,0-128,0-128,137.880493,634.092102,
0,66,0-66,PTT,33.7108345,0-129,0-130,0-130,96.0820618,818.410034,
0,67,0-67,Temp,35.6100006,0-131,0-132,0-132,14.8226624,57.1368027,
0,68,0-68,SBP,102.0,0-133,0-134,0-134,18.5269794,15.5472183,
0,69,0-69,Fibrinogen,294.287231,0-135,0-136,0-136,73.904274,204.826309,
0,70,0-70,AST,145.997147,0-137,0-138,0-138,48.5585785,105.825676,
0,71,0-71,HR,85.5,0-139,0-140,0-140,82.8132858,1419.62866,
0,72,0-72,DBP,57.2226028,0-141,0-142,0-142,63.2093353,327.99707,
0,73,0-73,PTT,45.3700905,0-143,0-144,0-144,30.9403687,133.349915,
0,74,0-74,SBP,82.0,0-145,0-146,0-146,15.4537926,10.8868046,
0,75,0-75,DBP,51.9698944,0-147,0-148,0-148,60.2114792,804.942688,
0,76,0-76,ICULOS,14.0,0-149,0-150,0-150,8.12005234,19.6368046,
0,77,0-77,patient_id,23373.0,0-151,0-152,0-152,52.2372437,1311.48889,
0,78,0-78,HospAdmTime,-0.209999993,0-153,0-154,0-154,109.492485,168.481873,
0,79,0-79,Leaf,,,,,-0.111111119,1.25,
0,80,0-80,BUN,13.1990147,0-155,0-156,0-156,0.88243103,33.1465034,
0,81,0-81,AST,57.3783798,0-157,0-158,0-158,43.159462,159.802704,
0,82,0-82,O2Sat,93.3333359,0-159,0-160,0-160,59.4741364,507.27066,
0,83,0-83,Temp,37.0999985,0-161,0-162,0-162,71.8261719,2054.99829,
0,84,0-84,Platelets,192.95874,0-163,0-164,0-164,154.402466,1571.52698,
0,85,0-85,Fibrinogen,321.315796,0-165,0-166,0-166,85.2373047,691.701111,
0,86,0-86,BUN,23.5851345,0-167,0-168,0-168,59.1896744,245.642929,
0,87,0-87,Leaf,,,,,-0.161904767,4.25,
0,88,0-88,Leaf,,,,,0.116205953,1.38680446,
0,89,0-89,Phosphate,3.29035711,0-169,0-170,0-170,20.4734497,236.968597,
0,90,0-90,Bilirubin_total,4.49166679,0-171,0-172,0-172,17.0220032,149.04364,
0,91,0-91,Magnesium,2.10995936,0-173,0-174,0-174,59.8339462,668.846985,
0,92,0-92,HospAdmTime,-75.5,0-175,0-176,0-176,135.565796,213.722183,
0,93,0-93,Platelets,184.890717,0-177,0-178,0-178,52.4916687,775.69751,
0,94,0-94,PTT,44.6392021,0-179,0-180,0-180,92.1069489,4007.61719,
0,95,0-95,SBP,87.0,0-181,0-182,0-182,45.8921432,755.985046,
0,96,0-96,Potassium,4.30040216,0-183,0-184,0-184,72.3739395,1440.3175,
0,97,0-97,ICULOS,201.0,0-185,0-186,0-186,184.135742,10657.4824,
0,98,0-98,Phosphate,3.50200009,0-187,0-188,0-188,156.142914,5826.2251,
0,99,0-99,Glucose,134.122528,0-189,0-190,0-190,122.436928,3569.1084,
0,100,0-100,Bilirubin_direct,2.09818172,0-191,0-192,0-192,71.5380478,205.15683,
0,101,0-101,HR,79.5,0-193,0-194,0-194,136.113358,1824.28125,
0,102,0-102,SaO2,90.8689728,0-195,0-196,0-196,99.9228058,2382.39404,
0,103,0-103,pH,7.36124992,0-197,0-198,0-198,40.4441528,1030.75085,
0,104,0-104,HospAdmTime,-0.00999999978,0-199,0-200,0-200,31.87323,137.807556,
0,105,0-105,Magnesium,1.95782793,0-201,0-202,0-202,20.4590988,31.5992851,
0,106,0-106,pH,7.37407112,0-203,0-204,0-204,47.5316925,565.049744,
0,107,0-107,Magnesium,2.15156746,0-205,0-206,0-206,23.2181854,281.176239,
0,108,0-108,Leaf,,,,,-0.161904767,4.25,
0,109,0-109,ICULOS,186.0,0-207,0-208,0-208,27.7838669,333.11026,
0,110,0-110,HospAdmTime,-1.13999999,0-209,0-210,0-210,34.6141815,103.490936,
0,111,0-111,ICULOS,174.0,0-211,0-212,0-212,40.6769257,21.6840229,
0,112,0-112,SOFA,5.0,0-213,0-214,0-214,44.1410065,249.421387,
0,113,0-113,Fibrinogen,280.492523,0-215,0-216,0-216,32.6790314,192.364471,
0,114,0-114,Glucose,213.0,0-217,0-218,0-218,10.3353271,229.086639,
0,115,0-115,Magnesium,1.98698413,0-219,0-220,0-220,42.87146,77.6464996,
0,116,0-116,Bilirubin_direct,2.40235305,0-221,0-222,0-222,33.8232727,401.190796,
0,117,0-117,Phosphate,3.55585933,0-223,0-224,0-224,45.8214607,120.269394,
0,118,0-118,Glucose,190.0,0-225,0-226,0-226,41.7385101,73.2312393,
0,119,0-119,HospAdmTime,-7.67000008,0-227,0-228,0-228,25.3026924,43.7076302,
0,120,0-120,patient_id,30384.0,0-229,0-230,0-230,20.521843,17.2548485,
0,121,0-121,Fibrinogen,303.0,0-231,0-232,0-232,52.3824692,53.825676,
0,122,0-122,Temp,38.3300018,0-233,0-234,0-234,39.2506714,496.13028,
0,123,0-123,O2Sat,99.7142868,0-235,0-236,0-236,49.8179131,221.194351,
0,124,0-124,WBC,11.9980097,0-237,0-238,0-238,81.9677734,353.779083,
0,125,0-125,AST,249.921219,0-239,0-240,0-240,103.121834,374.001282,
0,126,0-126,SaO2,95.4535065,0-241,0-242,0-242,108.110886,500.686554,
0,127,0-127,SaO2,94.2582092,0-243,0-244,0-244,59.1200867,121.599281,
0,128,0-128,WBC,11.6103058,0-245,0-246,0-246,67.5664673,512.492859,
0,129,0-129,TroponinI,7.31228065,0-247,0-248,0-248,28.9045143,40.7076302,
0,130,0-130,Phosphate,2.5,0-249,0-250,0-250,38.7749329,777.702393,
0,131,0-131,Leaf,,,,,0.0614384823,1.88680446,
0,132,0-132,Leaf,,,,,-0.196444437,55.25,
0,133,0-133,Leaf,,,,,0.147000343,2.77360892,
0,134,0-134,O2Sat,92.3076935,0-251,0-252,0-252,26.5378819,12.7736092,
0,135,0-135,patient_id,17370.0,0-253,0-254,0-254,52.8261528,132.661057,
0,136,0-136,patient_id,25810.0,0-255,0-256,0-256,61.4238777,72.1652603,
0,137,0-137,patient_id,31091.0,0-257,0-258,0-258,32.5876579,26.8680439,
0,138,0-138,SBP,168.0,0-259,0-260,0-260,54.9395752,78.957634,
0,139,0-139,SBP,88.0,0-261,0-262,0-262,100.910172,982.230225,
0,140,0-140,Platelets,179.852463,0-263,0-264,0-264,57.722599,437.398407,
0,141,0-141,PaCO2,43.0017586,0-265,0-266,0-266,41.6453705,240.416534,
0,142,0-142,patient_id,7168.0,0-267,0-268,0-268,62.5805244,87.5805283,
0,143,0-143,AST,410.23349,0-269,0-270,0-270,22.509964,119.302704,
0,144,0-144,HR,88.1279068,0-271,0-272,0-272,19.2872772,14.0472183,
0,145,0-145,Leaf,,,,,0.116205953,1.38680446,
0,146,0-146,Leaf,,,,,-0.180952385,9.5,
0,147,0-147,Alkalinephos,89.1627884,0-273,0-274,0-274,49.4669342,371.553986,
0,148,0-148,patient_id,9573.0,0-275,0-276,0-276,72.3855362,433.388702,
0,149,0-149,Leaf,,,,,-0.188732401,16.75,
0,150,0-150,BaseExcess,0.277049184,0-277,0-278,0-278,6.80991173,2.88680458,
0,151,0-151,SaO2,94.1051331,0-279,0-280,0-280,125.366852,889.023865,
0,152,0-152,PaCO2,41.5630302,0-281,0-282,0-282,65.6627197,422.465027,
0,153,0-153,Temp,35.6100006,0-283,0-284,0-284,24.7885056,52.8444366,
0,154,0-154,patient_id,20075.0,0-285,0-286,0-286,90.2159424,115.637444,
0,155,0-155,Leaf,,,,,0.0614384823,1.88680446,
0,156,0-156,ICULOS,4.0,0-287,0-288,0-288,1.06380463,31.2596989,
0,157,0-157,HospAdmTime,-459.170013,0-289,0-290,0-290,15.1688347,49.3305244,
0,158,0-158,SBP,147.0,0-291,0-292,0-292,39.5808334,110.472176,
0,159,0-159,HospAdmTime,-0.159999996,0-293,0-294,0-294,26.3807182,76.9013519,
0,160,0-160,PaCO2,41.2644768,0-295,0-296,0-296,63.4278946,430.369324,
0,161,0-161,HR,110.0,0-297,0-298,0-298,52.0523682,943.783569,
0,162,0-162,patient_id,38642.0,0-299,0-300,0-300,61.1494141,1111.2146,
0,163,0-163,HospAdmTime,-0.0700000003,0-301,0-302,0-302,64.2705688,686.15033,
0,164,0-164,Platelets,200.0,0-303,0-304,0-304,95.9980621,885.376709,
0,165,0-165,HospAdmTime,-165.110001,0-305,0-306,0-306,75.659668,580.667786,
0,166,0-166,SBP,154.0,0-307,0-308,0-308,63.6540222,111.03331,
0,167,0-167,TroponinI,16.3743935,0-309,0-310,0-310,47.8012047,63.6228943,
0,168,0-168,Potassium,4.30000019,0-311,0-312,0-312,20.2982635,182.020035,
0,169,0-169,Phosphate,3.27781892,0-313,0-314,0-314,44.1711807,39.9624786,
0,170,0-170,pH,7.40075397,0-315,0-316,0-316,19.2279053,197.006119,
0,171,0-171,pH,7.23000002,0-317,0-318,0-318,11.9844666,145.40683,
0,172,0-172,SBP,95.5,0-319,0-320,0-320,8.81109238,3.63680458,
0,173,0-173,patient_id,37079.0,0-321,0-322,0-322,68.9719772,499.374817,
0,174,0-174,Resp,18.0753593,0-323,0-324,0-324,42.6161957,169.472183,
0,175,0-175,Hgb,10.7839031,0-325,0-326,0-326,27.7070389,52.1465034,
0,176,0-176,HR,66.0,0-327,0-328,0-328,45.3487244,161.575668,
0,177,0-177,SaO2,92.1049728,0-329,0-330,0-330,49.3993225,272.977661,
0,178,0-178,HospAdmTime,-0.0500000007,0-331,0-332,0-332,33.1117706,502.719879,
0,179,0-179,DBP,55.1722832,0-333,0-334,0-334,97.5902328,2808.21484,
0,180,0-180,patient_id,26145.0,0-335,0-336,0-336,97.6947708,1199.40222,
0,181,0-181,Leaf,,,,,-0.178947374,8.5,
0,182,0-182,HR,112.0,0-337,0-338,0-338,45.0877686,747.485046,
0,183,0-183,ICULOS,182.0,0-339,0-340,0-340,59.7168236,1322.63281,
0,184,0-184,Resp,12.25,0-341,0-342,0-342,43.5912437,117.684662,
0,185,0-185,SOFA,4.0,0-343,0-344,0-344,199.446777,10157.3994,
0,186,0-186,Bilirubin_total,1.52923071,0-345,0-346,0-346,164.557693,500.082428,
0,187,0-187,Platelets,220.199203,0-347,0-348,0-348,159.649445,3863.02783,
0,188,0-188,HR,121.0,0-349,0-350,0-350,98.1469955,1963.19714,
0,189,0-189,Magnesium,2.01826358,0-351,0-352,0-352,90.1917877,854.669067,
0,190,0-190,HospAdmTime,-164.309998,0-353,0-354,0-354,136.362045,2714.43945,
0,191,0-191,Bilirubin_direct,0.216666669,0-355,0-356,0-356,22.3426361,151.467972,
0,192,0-192,ICULOS,255.0,0-357,0-358,0-358,43.250248,53.6888733,
0,193,0-193,WBC,10.9978495,0-359,0-360,0-360,87.8844833,488.421387,
0,194,0-194,HospAdmTime,-604.469971,0-361,0-362,0-362,71.2650681,1335.85986,
0,195,0-195,WBC,11.6852541,0-363,0-364,0-364,48.0223694,506.427521,
0,196,0-196,pH,7.37042141,0-365,0-366,0-366,127.75177,1875.96655,
0,197,0-197,Temp,36.6515884,0-367,0-368,0-368,29.8713837,129.71312,
0,198,0-198,Bilirubin_total,3.32823539,0-369,0-370,0-370,44.0979462,901.037781,
0,199,0-199,PTT,45.6046486,0-371,0-372,0-372,12.6952209,116.21312,
0,200,0-200,DBP,53.7400093,0-373,0-374,0-374,53.8312378,21.5944366,
0,201,0-201,Leaf,,,,,-0.13333334,2.0,
0,202,0-202,Platelets,219.825302,0-375,0-376,0-376,10.7348175,29.5992851,
0,203,0-203,SBP,103.0,0-377,0-378,0-378,33.2681999,193.708267,
0,204,0-204,ICULOS,212.0,0-379,0-380,0-380,33.2122879,371.341492,
0,205,0-205,ICULOS,25.0,0-381,0-382,0-382,17.5949249,266.879028,
0,206,0-206,TroponinI,14.55863,0-383,0-384,0-384,22.0314846,14.2972183,
0,207,0-207,ICULOS,129.0,0-385,0-386,0-386,28.3638306,307.671387,
0,208,0-208,Hgb,10.35151,0-387,0-388,0-388,11.624279,25.4388714,
0,209,0-209,ICULOS,113.0,0-389,0-390,0-390,36.4175949,48.2312393,
0,210,0-210,Fibrinogen,324.408447,0-391,0-392,0-392,30.4701424,55.259697,
0,211,0-211,O2Sat,86.5,0-393,0-394,0-394,16.6554222,15.3868046,
0,212,0-212,Leaf,,,,,0.131480739,6.29721785,
0,213,0-213,O2Sat,99.5555573,0-395,0-396,0-396,34.1408005,39.9152641,
0,214,0-214,BaseExcess,0.0745689645,0-397,0-398,0-398,19.1011353,209.506119,
0,215,0-215,ICULOS,51.0,0-399,0-400,0-400,15.800415,126.647141,
0,216,0-216,Resp,21.1428566,0-401,0-402,0-402,66.3113937,65.7173309,
0,217,0-217,ICULOS,22.0,0-403,0-404,0-404,6.63104248,228.086639,
0,218,0-218,Leaf,,,,,-0.100000001,1.0,
0,219,0-219,HR,116.5,0-405,0-406,0-406,46.8346252,33.0520668,
0,220,0-220,Fibrinogen,272.872742,0-407,0-408,0-408,37.7016487,44.5944366,
0,221,0-221,PTT,37.3840294,0-409,0-410,0-410,29.2733231,304.926239,
0,222,0-222,HospAdmTime,-102.349998,0-411,0-412,0-412,48.7084465,96.2645493,
0,223,0-223,Glucose,139.839844,0-413,0-414,0-414,41.1951256,87.5569153,
0,224,0-224,Glucose,137.518829,0-415,0-416,0-416,23.5832672,32.7124786,
0,225,0-225,Bilirubin_direct,1.89388883,0-417,0-418,0-418,19.506897,68.8208237,
0,226,0-226,Leaf,,,,,0.144551381,4.41041327,
0,227,0-227,ICULOS,229.0,0-419,0-420,0-420,17.8660812,25.3868046,
0,228,0-228,BUN,19.9849701,0-421,0-422,0-422,22.256773,18.3208275,
0,229,0-229,Leaf,,,,,-0.127272725,1.75,
0,230,0-230,Leaf,,,,,0.181823537,15.5048494,
0,231,0-231,MAP,98.0,0-423,0-424,0-424,31.3227921,24.9104137,
0,232,0-232,SaO2,96.0569534,0-425,0-426,0-426,23.8623619,28.9152622,
0,233,0-233,ICULOS,195.0,0-427,0-428,0-428,31.741478,237.227661,
0,234,0-234,Potassium,5.0999999,0-429,0-430,0-430,24.2384644,258.902618,
0,235,0-235,Bilirubin_direct,0.421111107,0-431,0-432,0-432,37.0805588,161.915894,
0,236,0-236,Alkalinephos,92.3557358,0-433,0-434,0-434,33.0143738,59.2784576,
0,237,0-237,patient_id,17370.0,0-435,0-436,0-436,89.5819702,264.674957,
0,238,0-238,Phosphate,3.27781892,0-437,0-438,0-438,39.9717369,89.1041336,
0,239,0-239,BUN,21.8391056,0-439,0-440,0-440,133.56543,323.727661,
0,240,0-240,Temp,35.8300018,0-441,0-442,0-442,21.2077637,50.2736092,
0,241,0-241,patient_id,37079.0,0-443,0-444,0-444,68.2671356,317.865112,
0,242,0-242,Hgb,10.4480782,0-445,0-446,0-446,71.9805603,182.821457,
0,243,0-243,MAP,97.0,0-447,0-448,0-448,22.6647339,84.0708237,
0,244,0-244,DBP,60.3303604,0-449,0-450,0-450,25.6278381,37.5284576,
0,245,0-245,O2Sat,97.0500031,0-451,0-452,0-452,128.384781,209.095078,
0,246,0-246,DBP,50.0,0-453,0-454,0-454,48.6666451,303.397766,
0,247,0-247,MAP,105.0,0-455,0-456,0-456,22.8643646,28.5236092,
0,248,0-248,HospAdmTime,-0.0199999996,0-457,0-458,0-458,14.7433472,12.1840219,
0,249,0-249,Leaf,,,,,-0.173333332,6.5,
0,250,0-250,Resp,18.6746082,0-459,0-460,0-460,39.4012451,771.202393,
0,251,0-251,Leaf,,,,,0.125440076,3.02360892,
0,252,0-252,Leaf,,,,,-0.181395352,9.75,
0,253,0-253,patient_id,12508.0,0-461,0-462,0-462,80.0158081,50.6652641,
0,254,0-254,Resp,19.75,0-463,0-464,0-464,35.5217209,81.9957886,
0,255,0-255,TroponinI,26.4160385,0-465,0-466,0-466,39.658577,65.2312393,
0,256,0-256,Leaf,,,,,0.174792111,6.93402243,
0,257,0-257,Leaf,,,,,-0.173333332,6.5,
0,258,0-258,HospAdmTime,-202.520004,0-467,0-468,0-468,37.9653397,20.3680439,
0,259,0-259,Bilirubin_direct,0.675000012,0-469,0-470,0-470,12.2342224,72.1604156,
0,260,0-260,Resp,16.1538467,0-471,0-472,0-472,3.96420574,6.79721785,
0,261,0-261,Phosphate,3.69455457,0-473,0-474,0-474,24.203186,71.9485703,
0,262,0-262,BaseExcess,-1.13873875,0-475,0-476,0-476,86.4990616,910.281616,
0,263,0-263,SaO2,91.0,0-477,0-478,0-478,34.061264,168.241577,
0,264,0-264,Phosphate,3.88485289,0-479,0-480,0-480,74.1604767,269.15683,
0,265,0-265,MAP,57.0,0-481,0-482,0-482,33.5949402,234.666534,
0,266,0-266,Leaf,,,,,-0.170370385,5.75,
0,267,0-267,Leaf,,,,,-0.188888893,17.0,
0,268,0-268,patient_id,15728.0,0-483,0-484,0-484,35.2882004,70.5805283,
0,269,0-269,Bilirubin_direct,0.321428567,0-485,0-486,0-486,20.9996338,116.802704,
0,270,0-270,Leaf,,,,,-0.142857149,2.5,
0,271,0-271,Bilirubin_total,1.34141409,0-487,0-488,0-488,14.5740767,8.88680458,
0,272,0-272,Temp,37.0536003,0-489,0-490,0-490,1.84571743,5.16041327,
0,273,0-273,HR,63.8888893,0-491,0-492,0-492,55.0558434,104.69857,
0,274,0-274,PTT,36.4053574,0-493,0-494,0-494,29.1833344,266.855408,
0,275,0-275,HospAdmTime,-37.3600006,0-495,0-496,0-496,77.4929047,69.9152603,
0,276,0-276,HospAdmTime,-1.75,0-497,0-498,0-498,63.8692818,363.47345,
0,277,0-277,Leaf,,,,,-0.120000005,1.5,
0,278,0-278,Leaf,,,,,0.116205953,1.38680446,
0,279,0-279,patient_id,15490.0,0-499,0-500,0-500,50.7642517,706.178772,
0,280,0-280,HospAdmTime,-0.0199999996,0-501,0-502,0-502,40.2807808,182.845078,
0,281,0-281,HospAdmTime,-374.299988,0-503,0-504,0-504,34.2874069,191.175598,
0,282,0-282,HR,50.0,0-505,0-506,0-506,14.8049316,231.289429,
0,283,0-283,HR,71.0842514,0-507,0-508,0-508,8.88298607,5.91041327,
0,284,0-284,patient_id,14168.0,0-509,0-510,0-510,17.118927,46.934021,
0,285,0-285,Temp,34.7999992,0-511,0-512,0-512,85.2507629,42.7548485,
0,286,0-286,O2Sat,92.3076935,0-513,0-514,0-514,27.3401108,72.8825912,
0,287,0-287,Leaf,,,,,0.0614384823,1.88680446,
0,288,0-288,Leaf,,,,,0.190122768,29.3728943,
0,289,0-289,Leaf,,,,,-0.127272725,1.75,
0,290,0-290,O2Sat,99.0833359,0-515,0-516,0-516,11.3562622,47.5805244,
0,291,0-291,HospAdmTime,-0.0299999993,0-517,0-518,0-518,41.0456924,83.4201126,
0,292,0-292,Resp,14.6473684,0-519,0-520,0-520,14.6750851,27.0520668,
0,293,0-293,BUN,25.4971905,0-521,0-522,0-522,38.7940674,49.7124786,
0,294,0-294,AST,118.823532,0-523,0-524,0-524,19.6475296,27.1888714,
0,295,0-295,ICULOS,4.0,0-525,0-526,0-526,37.058918,241.694351,
0,296,0-296,SBP,144.0,0-527,0-528,0-528,26.5141754,188.674957,
0,297,0-297,Fibrinogen,299.473694,0-529,0-530,0-530,66.8613968,636.758057,
0,298,0-298,Potassium,4.15025663,0-531,0-532,0-532,37.8543396,307.025513,
0,299,0-299,patient_id,1280.0,0-533,0-534,0-534,61.0533447,1094.8042,
0,300,0-300,HR,126.800003,0-535,0-536,0-536,37.7470245,16.4104137,
0,301,0-301,Bilirubin_direct,3.03057146,0-537,0-538,0-538,55.6324158,514.210815,
0,302,0-302,SBP,121.0,0-539,0-540,0-540,41.2797012,171.939514,
0,303,0-303,HospAdmTime,-0.159999996,0-541,0-542,0-542,44.2055054,81.6888733,
0,304,0-304,patient_id,1192.0,0-543,0-544,0-544,97.7447052,803.687866,
0,305,0-305,patient_id,10137.0,0-545,0-546,0-546,90.4415207,138.326309,
0,306,0-306,patient_id,19374.0,0-547,0-548,0-548,59.9215088,442.341492,
0,307,0-307,Potassium,3.70000005,0-549,0-550,0-550,25.3400726,91.6652603,
0,308,0-308,patient_id,13264.0,0-551,0-552,0-552,15.3283415,19.3680439,
0,309,0-309,HospAdmTime,-0.0599999987,0-553,0-554,0-554,24.8374252,46.9860878,
0,310,0-310,O2Sat,90.25,0-555,0-556,0-556,12.7556648,16.6368046,
0,311,0-311,patient_id,38797.0,0-557,0-558,0-558,15.8196869,173.996429,
0,312,0-312,SBP,85.5,0-559,0-560,0-560,20.2794685,8.02360916,
0,313,0-313,Bilirubin_direct,0.784375012,0-561,0-562,0-562,23.7300224,30.325676,
0,314,0-314,Temp,37.4399986,0-563,0-564,0-564,14.9421444,9.63680458,
0,315,0-315,PTT,35.2115898,0-565,0-566,0-566,17.5314941,176.024887,
0,316,0-316,patient_id,24155.0,0-567,0-568,0-568,34.9366722,20.9812393,
0,317,0-317,Leaf,,,,,-0.100000001,1.0,
0,318,0-318,Resp,31.5,0-569,0-570,0-570,3.22238159,144.40683,
0,319,0-319,Leaf,,,,,0.116205953,1.38680446,
0,320,0-320,Leaf,,,,,-0.138461545,2.25,
0,321,0-321,WBC,9.65951061,0-571,0-572,0-572,51.2081757,476.988007,
0,322,0-322,pH,7.3561039,0-573,0-574,0-574,17.6109848,22.3868046,
0,323,0-323,SaO2,98.0,0-575,0-576,0-576,30.3042679,118.872894,
0,324,0-324,MAP,66.0,0-577,0-578,0-578,41.2654152,50.5992851,
0,325,0-325,HospAdmTime,-95.1900024,0-579,0-580,0-580,15.4419823,47.3965034,
0,326,0-326,Leaf,,,,,-0.165217385,4.75,
0,327,0-327,PaCO2,44.8003654,0-581,0-582,0-582,24.9250183,127.207634,
0,328,0-328,ICULOS,47.0,0-583,0-584,0-584,20.7306881,34.3680458,
0,329,0-329,patient_id,32256.0,0-585,0-586,0-586,44.8527145,105.604134,
0,330,0-330,BaseExcess,0.540063083,0-587,0-588,0-588,40.2880211,167.373535,
0,331,0-331,Hgb,10.1079922,0-589,0-590,0-590,40.737175,282.963745,
0,332,0-332,Alkalinephos,109.778763,0-591,0-592,0-592,27.0942841,219.756119,
0,333,0-333,O2Sat,91.625,0-593,0-594,0-594,66.1151428,1976.95142,
0,334,0-334,ICULOS,186.0,0-595,0-596,0-596,78.9082031,831.263489,
