threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.7821,0.7225,0.8912,0.7509,96.22%,3.78%,27.75%,72.25%
0.792,0.7161,0.8917,0.7455,96.27%,3.73%,28.39%,71.61%
0.8019,0.7097,0.8937,0.7402,96.38%,3.62%,29.03%,70.97%
0.8118,0.6995,0.8967,0.7317,96.55%,3.45%,30.05%,69.95%
0.8217,0.6969,0.9053,0.7306,96.88%,3.12%,30.31%,69.69%
0.8316,0.6931,0.9079,0.7275,96.98%,3.02%,30.69%,69.31%
0.8415,0.688,0.9181,0.7243,97.37%,2.63%,31.20%,68.80%
0.8514,0.6829,0.9223,0.7203,97.53%,2.47%,31.71%,68.29%
0.8613,0.6752,0.9296,0.7143,97.81%,2.19%,32.48%,67.52%
0.8712,0.665,0.9319,0.7054,97.92%,2.08%,33.50%,66.50%
0.8811,0.6624,0.9401,0.704,98.19%,1.81%,33.76%,66.24%
0.891,0.656,0.9396,0.6981,98.19%,1.81%,34.40%,65.60%
0.9009,0.6471,0.9405,0.6901,98.25%,1.75%,35.29%,64.71%
0.9108,0.6355,0.9449,0.6801,98.41%,1.59%,36.45%,63.55%
0.9207,0.6215,0.9474,0.6674,98.52%,1.48%,37.85%,62.15%
0.9306,0.6125,0.9542,0.6598,98.74%,1.26%,38.75%,61.25%
0.9405,0.5985,0.961,0.6473,98.96%,1.04%,40.15%,59.85%
0.9504,0.5703,0.9717,0.6217,99.29%,0.71%,42.97%,57.03%
0.9603,0.5512,0.984,0.6043,99.62%,0.38%,44.88%,55.12%
0.9702,0.523,0.9855,0.5772,99.67%,0.33%,47.70%,52.30%
