threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.406,0.654,0.7368,0.6691,94.16%,5.84%,34.60%,65.40%
0.4159,0.6496,0.7368,0.6654,94.20%,5.80%,35.04%,64.96%
0.4258,0.6453,0.7466,0.6633,94.53%,5.47%,35.47%,64.53%
0.4357,0.6394,0.7513,0.659,94.71%,5.29%,36.06%,63.94%
0.4456,0.638,0.7574,0.6587,94.89%,5.11%,36.20%,63.80%
0.4555,0.6336,0.7627,0.6558,95.07%,4.93%,36.64%,63.36%
0.4654,0.6307,0.7701,0.6543,95.29%,4.71%,36.93%,63.07%
0.4753,0.6292,0.7794,0.6544,95.55%,4.45%,37.08%,62.92%
0.4852,0.6234,0.7821,0.6497,95.66%,4.34%,37.66%,62.34%
0.4951,0.6219,0.786,0.649,95.77%,4.23%,37.81%,62.19%
0.5049,0.6204,0.7914,0.6485,95.91%,4.09%,37.96%,62.04%
0.5148,0.6161,0.7962,0.6453,96.06%,3.94%,38.39%,61.61%
0.5247,0.6117,0.8011,0.642,96.20%,3.80%,38.83%,61.17%
0.5346,0.6102,0.8069,0.6415,96.35%,3.65%,38.98%,61.02%
0.5445,0.6073,0.8093,0.6392,96.42%,3.58%,39.27%,60.73%
0.5544,0.6029,0.8146,0.636,96.57%,3.43%,39.71%,60.29%
0.5643,0.5985,0.8184,0.6325,96.68%,3.32%,40.15%,59.85%
0.5742,0.5971,0.8263,0.6321,96.86%,3.14%,40.29%,59.71%
0.5841,0.5956,0.831,0.6314,96.97%,3.03%,40.44%,59.56%
0.594,0.5956,0.8344,0.6318,97.04%,2.96%,40.44%,59.56%
0.6039,0.5942,0.834,0.6304,97.04%,2.96%,40.58%,59.42%
0.6138,0.5942,0.8357,0.6306,97.08%,2.92%,40.58%,59.42%
0.6237,0.5912,0.8455,0.6291,97.30%,2.70%,40.88%,59.12%
0.6336,0.5883,0.8466,0.6266,97.34%,2.66%,41.17%,58.83%
0.6435,0.5869,0.8481,0.6254,97.37%,2.63%,41.31%,58.69%
0.6534,0.5839,0.8493,0.6229,97.41%,2.59%,41.61%,58.39%
0.6633,0.581,0.8504,0.6203,97.45%,2.55%,41.90%,58.10%
0.6732,0.5766,0.855,0.6168,97.55%,2.45%,42.34%,57.66%
0.6831,0.5752,0.8603,0.616,97.66%,2.34%,42.48%,57.52%
0.693,0.5723,0.8673,0.614,97.81%,2.19%,42.77%,57.23%
0.7029,0.5693,0.8686,0.6115,97.85%,2.15%,43.07%,56.93%
0.7128,0.5664,0.87,0.6089,97.88%,2.12%,43.36%,56.64%
0.7227,0.5635,0.8753,0.6067,97.99%,2.01%,43.65%,56.35%
0.7326,0.5591,0.8764,0.6028,98.03%,1.97%,44.09%,55.91%
0.7425,0.5577,0.8802,0.6018,98.10%,1.90%,44.23%,55.77%
0.7524,0.5547,0.8796,0.599,98.10%,1.90%,44.53%,55.47%
0.7623,0.5489,0.8785,0.5934,98.10%,1.90%,45.11%,54.89%
0.7722,0.546,0.8842,0.5912,98.21%,1.79%,45.40%,54.60%
0.7821,0.5401,0.8873,0.586,98.28%,1.72%,45.99%,54.01%
0.792,0.5358,0.8973,0.5827,98.47%,1.53%,46.42%,53.58%
0.8019,0.5314,0.901,0.5789,98.54%,1.46%,46.86%,53.14%
0.8118,0.5299,0.9007,0.5775,98.54%,1.46%,47.01%,52.99%
0.8217,0.5299,0.9007,0.5775,98.54%,1.46%,47.01%,52.99%
0.8316,0.5255,0.9023,0.5734,98.58%,1.42%,47.45%,52.55%
0.8415,0.5197,0.9059,0.5681,98.65%,1.35%,48.03%,51.97%
0.8514,0.5109,0.9091,0.56,98.72%,1.28%,48.91%,51.09%
0.8613,0.5095,0.9136,0.5589,98.80%,1.20%,49.05%,50.95%
0.8712,0.5036,0.9151,0.5534,98.83%,1.17%,49.64%,50.36%
