threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.5643,0.6316,0.8324,0.6636,96.82%,3.18%,36.84%,63.16%
0.5742,0.6243,0.8389,0.6579,97.00%,3.00%,37.57%,62.43%
0.5841,0.6213,0.8466,0.6563,97.19%,2.81%,37.87%,62.13%
0.594,0.6213,0.85,0.6567,97.26%,2.74%,37.87%,62.13%
0.6039,0.617,0.8525,0.653,97.33%,2.67%,38.30%,61.70%
0.6138,0.617,0.856,0.6535,97.40%,2.60%,38.30%,61.70%
0.6237,0.6126,0.8604,0.65,97.51%,2.49%,38.74%,61.26%
0.6336,0.6096,0.8634,0.6477,97.59%,2.41%,39.04%,60.96%
0.6435,0.6053,0.8643,0.6439,97.62%,2.38%,39.47%,60.53%
0.6534,0.6038,0.875,0.6437,97.84%,2.16%,39.62%,60.38%
0.6633,0.6023,0.8803,0.6429,97.95%,2.05%,39.77%,60.23%
0.6732,0.598,0.8853,0.6395,98.06%,1.94%,40.20%,59.80%
0.6831,0.5965,0.8889,0.6385,98.14%,1.86%,40.35%,59.65%
0.693,0.5906,0.8879,0.633,98.14%,1.86%,40.94%,59.06%
0.7029,0.5906,0.8918,0.6334,98.21%,1.79%,40.94%,59.06%
0.7128,0.5877,0.8933,0.6309,98.25%,1.75%,41.23%,58.77%
0.7227,0.5833,0.8946,0.627,98.28%,1.72%,41.67%,58.33%
0.7326,0.5819,0.8984,0.626,98.36%,1.64%,41.81%,58.19%
0.7425,0.5804,0.9023,0.625,98.43%,1.57%,41.96%,58.04%
0.7524,0.5775,0.908,0.6228,98.54%,1.46%,42.25%,57.75%
0.7623,0.576,0.9078,0.6215,98.54%,1.46%,42.40%,57.60%
0.7722,0.5731,0.9116,0.6191,98.61%,1.39%,42.69%,57.31%
0.7821,0.5673,0.9108,0.6135,98.61%,1.39%,43.27%,56.73%
0.792,0.5658,0.9149,0.6125,98.68%,1.32%,43.42%,56.58%
0.8019,0.5614,0.9165,0.6086,98.72%,1.28%,43.86%,56.14%
0.8118,0.5541,0.9177,0.6018,98.76%,1.24%,44.59%,55.41%
0.8217,0.5526,0.9175,0.6004,98.76%,1.24%,44.74%,55.26%
0.8316,0.5482,0.9214,0.5966,98.83%,1.17%,45.18%,54.82%
0.8415,0.5439,0.9231,0.5925,98.87%,1.13%,45.61%,54.39%
0.8514,0.5409,0.9227,0.5897,98.87%,1.13%,45.91%,54.09%
0.8613,0.538,0.9293,0.5875,98.98%,1.02%,46.20%,53.80%
0.8712,0.5292,0.9306,0.5792,99.01%,0.99%,47.08%,52.92%
0.8811,0.5249,0.9373,0.5755,99.12%,0.88%,47.51%,52.49%
0.891,0.519,0.9416,0.5702,99.20%,0.80%,48.10%,51.90%
0.9009,0.5088,0.9457,0.5606,99.27%,0.73%,49.12%,50.88%
0.9108,0.5029,0.9477,0.555,99.31%,0.69%,49.71%,50.29%
