threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.5346,0.7737,0.8035,0.7794,91.89%,8.11%,22.63%,77.37%
0.5445,0.7711,0.8051,0.7777,92.00%,8.00%,22.89%,77.11%
0.5544,0.7698,0.807,0.777,92.11%,7.89%,23.02%,76.98%
0.5643,0.7647,0.8158,0.7744,92.60%,7.40%,23.53%,76.47%
0.5742,0.7609,0.8184,0.7717,92.76%,7.24%,23.91%,76.09%
0.5841,0.7545,0.8183,0.7664,92.82%,7.18%,24.55%,75.45%
0.594,0.7481,0.8182,0.7611,92.87%,7.13%,25.19%,74.81%
0.6039,0.7455,0.8223,0.7597,93.09%,6.91%,25.45%,74.55%
0.6138,0.7417,0.8227,0.7566,93.15%,6.85%,25.83%,74.17%
0.6237,0.7353,0.8261,0.7518,93.37%,6.63%,26.47%,73.53%
0.6336,0.7327,0.8316,0.7506,93.64%,6.36%,26.73%,73.27%
0.6435,0.7302,0.8348,0.749,93.80%,6.20%,26.98%,73.02%
0.6534,0.7276,0.8392,0.7475,94.02%,5.98%,27.24%,72.76%
0.6633,0.7263,0.8415,0.7468,94.13%,5.87%,27.37%,72.63%
0.6732,0.7251,0.8463,0.7464,94.35%,5.65%,27.49%,72.51%
0.6831,0.7199,0.8492,0.7425,94.52%,5.48%,28.01%,71.99%
0.693,0.7199,0.8543,0.7433,94.74%,5.26%,28.01%,71.99%
0.7029,0.7136,0.8558,0.7381,94.85%,5.15%,28.64%,71.36%
0.7128,0.7123,0.8596,0.7376,95.01%,4.99%,28.77%,71.23%
0.7227,0.7072,0.8654,0.734,95.29%,4.71%,29.28%,70.72%
0.7326,0.6995,0.8655,0.7274,95.34%,4.66%,30.05%,69.95%
0.7425,0.6931,0.8686,0.7223,95.50%,4.50%,30.69%,69.31%
0.7524,0.6918,0.8698,0.7213,95.56%,4.44%,30.82%,69.18%
0.7623,0.6867,0.8775,0.7179,95.89%,4.11%,31.33%,68.67%
0.7722,0.6803,0.8793,0.7126,96.00%,4.00%,31.97%,68.03%
0.7821,0.6765,0.8846,0.7099,96.22%,3.78%,32.35%,67.65%
0.792,0.6714,0.8883,0.7058,96.38%,3.62%,32.86%,67.14%
0.8019,0.6662,0.8906,0.7016,96.49%,3.51%,33.38%,66.62%
0.8118,0.656,0.8969,0.6932,96.77%,3.23%,34.40%,65.60%
0.8217,0.6522,0.9059,0.6909,97.09%,2.91%,34.78%,65.22%
0.8316,0.6432,0.9079,0.6831,97.20%,2.80%,35.68%,64.32%
0.8415,0.6394,0.9091,0.6797,97.26%,2.74%,36.06%,63.94%
0.8514,0.6343,0.9118,0.6754,97.37%,2.63%,36.57%,63.43%
0.8613,0.6292,0.9128,0.6708,97.42%,2.58%,37.08%,62.92%
0.8712,0.624,0.9173,0.6667,97.59%,2.41%,37.60%,62.40%
0.8811,0.6176,0.92,0.6611,97.70%,2.30%,38.24%,61.76%
0.891,0.6113,0.921,0.6553,97.75%,2.25%,38.87%,61.13%
0.9009,0.6036,0.9219,0.6484,97.81%,2.19%,39.64%,60.36%
0.9108,0.5959,0.932,0.6422,98.14%,1.86%,40.41%,59.59%
0.9207,0.5934,0.9374,0.6404,98.30%,1.70%,40.66%,59.34%
0.9306,0.5818,0.9401,0.6298,98.41%,1.59%,41.82%,58.18%
0.9405,0.5691,0.9448,0.6182,98.57%,1.43%,43.09%,56.91%
0.9504,0.5537,0.9516,0.6042,98.79%,1.21%,44.63%,55.37%
0.9603,0.5371,0.9589,0.5889,99.01%,0.99%,46.29%,53.71%
0.9702,0.5026,0.968,0.556,99.29%,0.71%,49.74%,50.26%
