threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.3268,0.9925,0.9264,0.9785,96.62%,3.38%,0.75%,99.25%
0.3367,0.992,0.9275,0.9784,96.68%,3.32%,0.80%,99.20%
0.3466,0.992,0.9298,0.9789,96.79%,3.21%,0.80%,99.20%
0.3565,0.992,0.9317,0.9793,96.88%,3.12%,0.80%,99.20%
0.3664,0.992,0.9329,0.9796,96.94%,3.06%,0.80%,99.20%
0.3763,0.992,0.9331,0.9796,96.95%,3.05%,0.80%,99.20%
0.3862,0.9909,0.934,0.979,97.00%,3.00%,0.91%,99.09%
0.3961,0.9909,0.9354,0.9793,97.07%,2.93%,0.91%,99.09%
0.406,0.9909,0.9366,0.9795,97.12%,2.88%,0.91%,99.09%
0.4159,0.9909,0.9385,0.98,97.22%,2.78%,0.91%,99.09%
0.4258,0.9909,0.9392,0.9801,97.25%,2.75%,0.91%,99.09%
0.4357,0.9909,0.9401,0.9803,97.30%,2.70%,0.91%,99.09%
0.4456,0.9909,0.9416,0.9806,97.36%,2.64%,0.91%,99.09%
0.4555,0.9898,0.9437,0.9802,97.47%,2.53%,1.02%,98.98%
0.4654,0.9898,0.9454,0.9806,97.55%,2.45%,1.02%,98.98%
0.4753,0.9898,0.9468,0.9809,97.62%,2.38%,1.02%,98.98%
0.4852,0.9898,0.9475,0.9811,97.65%,2.35%,1.02%,98.98%
0.4951,0.9898,0.9485,0.9813,97.70%,2.30%,1.02%,98.98%
0.5049,0.9898,0.95,0.9816,97.77%,2.23%,1.02%,98.98%
0.5148,0.9898,0.9507,0.9818,97.80%,2.20%,1.02%,98.98%
0.5247,0.9898,0.9519,0.982,97.86%,2.14%,1.02%,98.98%
0.5346,0.9898,0.9527,0.9822,97.89%,2.11%,1.02%,98.98%
0.5445,0.9898,0.9536,0.9824,97.94%,2.06%,1.02%,98.98%
0.5544,0.9898,0.9551,0.9827,98.01%,1.99%,1.02%,98.98%
0.5643,0.9898,0.9563,0.983,98.06%,1.94%,1.02%,98.98%
0.5742,0.9898,0.9571,0.9831,98.10%,1.90%,1.02%,98.98%
0.5841,0.9898,0.9573,0.9832,98.11%,1.89%,1.02%,98.98%
0.594,0.9898,0.9586,0.9834,98.17%,1.83%,1.02%,98.98%
0.6039,0.9898,0.9591,0.9835,98.19%,1.81%,1.02%,98.98%
0.6138,0.9898,0.9598,0.9837,98.22%,1.78%,1.02%,98.98%
0.6237,0.9898,0.9603,0.9838,98.25%,1.75%,1.02%,98.98%
0.6336,0.9898,0.9613,0.984,98.29%,1.71%,1.02%,98.98%
0.6435,0.9898,0.9621,0.9842,98.33%,1.67%,1.02%,98.98%
0.6534,0.9898,0.9628,0.9843,98.36%,1.64%,1.02%,98.98%
0.6633,0.9898,0.9641,0.9846,98.42%,1.58%,1.02%,98.98%
0.6732,0.9898,0.9656,0.9849,98.49%,1.51%,1.02%,98.98%
0.6831,0.9898,0.9671,0.9852,98.56%,1.44%,1.02%,98.98%
0.693,0.9898,0.9681,0.9854,98.60%,1.40%,1.02%,98.98%
0.7029,0.9898,0.9686,0.9855,98.62%,1.38%,1.02%,98.98%
0.7128,0.9898,0.9696,0.9857,98.67%,1.33%,1.02%,98.98%
0.7227,0.9898,0.9696,0.9857,98.67%,1.33%,1.02%,98.98%
0.7326,0.9898,0.9704,0.9859,98.71%,1.29%,1.02%,98.98%
0.7425,0.9898,0.9714,0.9861,98.75%,1.25%,1.02%,98.98%
0.7524,0.9898,0.9717,0.9861,98.76%,1.24%,1.02%,98.98%
0.7623,0.9893,0.9716,0.9857,98.76%,1.24%,1.07%,98.93%
0.7722,0.9893,0.9724,0.9859,98.80%,1.20%,1.07%,98.93%
0.7821,0.9893,0.9739,0.9862,98.87%,1.13%,1.07%,98.93%
0.792,0.9882,0.9739,0.9853,98.87%,1.13%,1.18%,98.82%
0.8019,0.9874,0.9744,0.9848,98.89%,1.11%,1.26%,98.74%
0.8118,0.9869,0.9747,0.9844,98.90%,1.10%,1.31%,98.69%
0.8217,0.9864,0.9754,0.9842,98.93%,1.07%,1.36%,98.64%
0.8316,0.9848,0.9756,0.9829,98.95%,1.05%,1.52%,98.48%
0.8415,0.984,0.9769,0.9825,99.00%,1.00%,1.60%,98.40%
0.8514,0.9826,0.9769,0.9815,99.00%,1.00%,1.74%,98.26%
0.8613,0.9807,0.9774,0.9801,99.03%,0.97%,1.93%,98.07%
0.8712,0.9775,0.9783,0.9777,99.07%,0.93%,2.25%,97.75%
0.8811,0.9759,0.9783,0.9764,99.07%,0.93%,2.41%,97.59%
0.891,0.9727,0.9795,0.9741,99.13%,0.87%,2.73%,97.27%
0.9009,0.9684,0.9805,0.9708,99.17%,0.83%,3.16%,96.84%
0.9108,0.965,0.9815,0.9682,99.22%,0.78%,3.50%,96.50%
0.9207,0.9583,0.9816,0.9629,99.23%,0.77%,4.17%,95.83%
0.9306,0.9511,0.9815,0.957,99.23%,0.77%,4.89%,95.11%
0.9405,0.9396,0.9821,0.9478,99.27%,0.73%,6.04%,93.96%
0.9504,0.9206,0.9829,0.9324,99.31%,0.69%,7.94%,92.06%
0.9603,0.8914,0.9844,0.9086,99.39%,0.61%,10.86%,89.14%
0.9702,0.842,0.9841,0.867,99.42%,0.58%,15.80%,84.20%
0.9801,0.7583,0.9868,0.7951,99.56%,0.44%,24.17%,75.83%
0.99,0.592,0.9884,0.6436,99.70%,0.30%,40.80%,59.20%
