threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.3466,0.8118,0.7213,0.7919,92.16%,7.84%,18.82%,81.18%
0.3565,0.8092,0.7256,0.791,92.35%,7.65%,19.08%,80.92%
0.3664,0.8079,0.7329,0.7917,92.64%,7.36%,19.21%,80.79%
0.3763,0.8028,0.7342,0.7881,92.73%,7.27%,19.72%,80.28%
0.3862,0.8028,0.7385,0.7891,92.89%,7.11%,19.72%,80.28%
0.3961,0.8015,0.7444,0.7894,93.12%,6.88%,19.85%,80.15%
0.406,0.799,0.7491,0.7885,93.31%,6.69%,20.10%,79.90%
0.4159,0.7964,0.7521,0.7871,93.44%,6.56%,20.36%,79.64%
0.4258,0.7939,0.7552,0.7858,93.57%,6.43%,20.61%,79.39%
0.4357,0.7926,0.7614,0.7861,93.79%,6.21%,20.74%,79.26%
0.4456,0.79,0.7636,0.7846,93.89%,6.11%,21.00%,79.00%
0.4555,0.781,0.7683,0.7785,94.11%,5.89%,21.90%,78.10%
0.4654,0.7798,0.7699,0.7778,94.17%,5.83%,22.02%,77.98%
0.4753,0.7772,0.7762,0.777,94.40%,5.60%,22.28%,77.72%
0.4852,0.7746,0.7827,0.7762,94.62%,5.38%,22.54%,77.46%
0.4951,0.7746,0.7878,0.7772,94.78%,5.22%,22.54%,77.46%
0.5049,0.7695,0.7898,0.7735,94.88%,5.12%,23.05%,76.95%
0.5148,0.7695,0.796,0.7747,95.07%,4.93%,23.05%,76.95%
0.5247,0.7644,0.7992,0.7711,95.20%,4.80%,23.56%,76.44%
0.5346,0.7618,0.8041,0.7699,95.36%,4.64%,23.82%,76.18%
0.5445,0.7606,0.8093,0.7698,95.52%,4.48%,23.94%,76.06%
0.5544,0.758,0.8121,0.7682,95.61%,4.39%,24.20%,75.80%
0.5643,0.7554,0.816,0.7668,95.74%,4.26%,24.46%,75.54%
0.5742,0.7542,0.8203,0.7665,95.87%,4.13%,24.58%,75.42%
0.5841,0.7516,0.8291,0.7659,96.13%,3.87%,24.84%,75.16%
0.594,0.7516,0.835,0.7669,96.29%,3.71%,24.84%,75.16%
0.6039,0.7503,0.8444,0.7674,96.54%,3.46%,24.97%,75.03%
0.6138,0.7452,0.8472,0.7636,96.64%,3.36%,25.48%,74.52%
0.6237,0.7439,0.8494,0.7629,96.70%,3.30%,25.61%,74.39%
0.6336,0.7426,0.8517,0.7622,96.77%,3.23%,25.74%,74.26%
0.6435,0.7414,0.8565,0.7618,96.90%,3.10%,25.86%,74.14%
0.6534,0.7414,0.8591,0.7622,96.96%,3.04%,25.86%,74.14%
0.6633,0.7401,0.864,0.7619,97.09%,2.91%,25.99%,74.01%
0.6732,0.7388,0.8677,0.7614,97.18%,2.82%,26.12%,73.88%
0.6831,0.7324,0.8706,0.7564,97.28%,2.72%,26.76%,73.24%
0.693,0.7298,0.8742,0.7548,97.38%,2.62%,27.02%,72.98%
0.7029,0.7273,0.8779,0.7531,97.47%,2.53%,27.27%,72.73%
0.7128,0.7247,0.8789,0.7511,97.50%,2.50%,27.53%,72.47%
0.7227,0.7222,0.8799,0.749,97.54%,2.46%,27.78%,72.22%
0.7326,0.7222,0.8826,0.7494,97.60%,2.40%,27.78%,72.22%
0.7425,0.7145,0.8871,0.7434,97.73%,2.27%,28.55%,71.45%
0.7524,0.7119,0.8882,0.7413,97.76%,2.24%,28.81%,71.19%
0.7623,0.7068,0.8889,0.737,97.79%,2.21%,29.32%,70.68%
0.7722,0.6991,0.8922,0.7307,97.89%,2.11%,30.09%,69.91%
0.7821,0.694,0.8914,0.7262,97.89%,2.11%,30.60%,69.40%
0.792,0.6914,0.8911,0.7239,97.89%,2.11%,30.86%,69.14%
0.8019,0.685,0.8932,0.7185,97.95%,2.05%,31.50%,68.50%
0.8118,0.6786,0.8953,0.7131,98.02%,1.98%,32.14%,67.86%
0.8217,0.6722,0.8959,0.7075,98.05%,1.95%,32.78%,67.22%
0.8316,0.662,0.8991,0.6988,98.14%,1.86%,33.80%,66.20%
0.8415,0.6581,0.9049,0.6961,98.27%,1.73%,34.19%,65.81%
0.8514,0.653,0.9091,0.692,98.37%,1.63%,34.70%,65.30%
0.8613,0.6479,0.9117,0.6877,98.43%,1.57%,35.21%,64.79%
0.8712,0.6351,0.9118,0.6761,98.46%,1.54%,36.49%,63.51%
0.8811,0.6274,0.9176,0.6698,98.59%,1.41%,37.26%,62.74%
0.891,0.6197,0.9219,0.6632,98.69%,1.31%,38.03%,61.97%
0.9009,0.6044,0.9237,0.6492,98.75%,1.25%,39.56%,60.44%
0.9108,0.5941,0.9299,0.6404,98.88%,1.12%,40.59%,59.41%
0.9207,0.5851,0.9384,0.6328,99.04%,0.96%,41.49%,58.51%
0.9306,0.5698,0.9428,0.6187,99.14%,0.86%,43.02%,56.98%
0.9405,0.5557,0.9497,0.606,99.26%,0.74%,44.43%,55.57%
0.9504,0.5403,0.9505,0.5914,99.30%,0.70%,45.97%,54.03%
0.9603,0.516,0.9572,0.5684,99.42%,0.58%,48.40%,51.60%
